{4.218962043962232,	3.868185519964154},
{-7.924528245382259,	-5.799553088501952},
{0.5648445776551121,	7.873178057962903},
{22.637764691852738,	-14.898730078647333},
{13.653597482461961,	3.7779981007022023},
{4.878194304945797,	0.531456830666496},
{2.8052179145839276,	-6.412642538201776},
{0.1194187541854781,	-7.308144434220019},
{22.878478865658472,	-6.711208915026553},
{13.11406216861738,	-22.68502795206851},
{8.81358386905298,	2.053683616220468},
{19.425874377509132,	-5.106824159997494},
{9.114554881194373,	-5.251723920594554},
{18.02250238225034,	-9.583291715189716},
{9.35469278515059,	-15.751420554911522},
{22.63760681975201,	-13.772512010195186},
{13.157355916870422,	-0.6744407305708755},
{-7.763300293291977,	-2.862130646745939},
{11.90155786351156,	-17.097233340510424},
{4.545767311872076,	-7.094456937316785},
{-4.713172427541707,	5.917915059861386},
{3.492080095687843,	-19.957267780585596},
{5.91749428242613,	-10.32916799123361},
{9.656960132348434,	4.833922708962184},
{-7.140708046831605,	8.579156957556982},
{11.282881353195805,	-6.731129806937357},
{15.587684141560842,	-11.144863502074784},
{-9.193922135985773,	-7.95869543453108},
{1.6403833744840703,	0.9959596604627272},
{13.933376251345031,	-9.399318854398047},
{3.722710461645242,	3.3427967900747966},
{9.916395578712518,	-14.81432375221393},
{9.093700567006099,	-11.382142781280784},
{4.405745820570768,	8.394426782920615},
{-4.286345186720421,	4.609697745648191},
{1.650560449168868,	-13.99424257183114},
{-3.9726138832265825,	-4.346924913337773},
{16.671792988020993,	3.136214210659464},
{17.435526156135232,	-9.360354769130268},
{16.838383113586136,	-7.207891393515091},
{19.35803390075607,	11.797881304867417},
{21.857793885749334,	11.745303816058417},
{22.043533506524067,	7.193939435850957},
{12.535517186641894,	7.642499376494179},
{9.520195685567433,	-15.102317608503785},
{8.379188207513874,	9.506247259217425},
{0.8264240782174959,	-15.361788787890244},
{17.28698326727432,	10.372911168304174},
{0.83420674312503,	-11.304690259211316},
{16.586894436206894,	-8.347203226514154},
{-0.07327835321782672,	2.574406391117826},
{12.942576244810287,	-1.557346986943795},
{-1.6291916557105495,	-1.3554431735930272},
{26.140172073198038,	-5.63655292743395},
{12.642487923274263,	-14.02288118354572},
{28.512923268559444,	9.861730360850355},
{9.994256888088145,	-9.030911797730063},
{22.772397656797384,	-10.099707173192211},
{8.71833701098096,	-4.2107755306258206},
{12.699825224293026,	4.375134938089879},
{16.15277840156319,	-11.592722721828935},
{6.410644175830132,	-13.039287597813743},
{19.381047456056876,	0.9249890570712189},
{4.655004776779666,	-11.221994353523613},
{27.73060288065812,	-16.957988544734928},
{10.65196838649361,	-17.394438308131164},
{27.21323176194943,	-0.3708651952110884},
{17.27801560958909,	-3.4295487872341184},
{11.061027832289408,	-13.726300582366719},
{8.01857527391282,	0.6387443238402923},
{16.468061551442833,	-13.437541633611563},
{7.931293726133259,	-8.609974205592533},
{8.005502876470345,	3.2827915720265466},
{13.0583498231431,	-10.761578868927014},
{4.618880227688649,	-10.111817529583838},
{3.4650685933254195,	-20.465240989324794},
{9.401948294989324,	-8.293821717348006},
{23.79558255225718,	2.1403162940421474},
{-3.527358212953839,	-8.856023754395352},
{21.652615597167742,	-6.601771940731776},
{16.470740476927716,	-2.0163630568614366},
{15.471501868170368,	-2.7845331136743354},
{15.357787682472605,	-19.000480754759703},
{17.0719862908296,	-30.657183511500513},
{5.437674438077082,	-10.515146083966137},
{-1.6450283482403307,	-17.38161994298967},
{8.195837011623993,	-0.45571693016537296},
{22.582045185706384,	-26.671025022020736},
{24.324020722719517,	-23.67585323302673},
{4.563854135943707,	-8.078954707000076},
{-2.538934022815951,	-22.210881545821753},
{0.6003323039200978,	-9.31323739661261},
{20.908469883195384,	-20.034390566703717},
{16.567570988185434,	0.7438000745003599},
{15.384366386157264,	3.1016979095210893},
{18.00396751364227,	-12.430240785810124},
{23.142579033159347,	-0.7982930246325601},
{19.380156068297108,	0.2560776991822493},
{11.030179789428978,	-9.085967521030994},
{19.88836977964007,	-18.95577750065449},
{8.203591274827055,	-10.170737813138508},
{11.918283488804388,	-11.437597469377945},
{25.61754049130037,	0.3633338420577381},
{27.158423124496153,	-22.32176845716514},
{33.523365203566705,	2.827507407325612},
{8.586578477669008,	-7.875325351084964},
{30.52270265412409,	-23.53829526643213},
{9.335681797957179,	-6.2402060011323},
{30.05039196843929,	-13.617400627246049},
{33.305062228672085,	4.497886907098469},
{5.8969278915055945,	4.618944503084755},
{8.494493724166695,	-4.447090653784439},
{23.87753457030038,	0.010359937788891216},
{32.588462447616365,	-2.1132992998937503},
{25.591764381942035,	-12.795437566829083},
{22.53186923581857,	-1.894432740866801},
{19.387680585759526,	2.7290417062485837},
{10.054183125858966,	-7.841057726658356},
{21.815618440505112,	7.843611708387829},
{8.316434767917713,	8.36214547154528},
{17.709476743515083,	-9.566720561943267},
{16.361399265270972,	-19.405455963741392},
{26.217017544450478,	1.5601159452057267},
{19.06535517900095,	-18.369756046962074},
{-0.4485477351569678,	6.452033966621883},
{3.3864750894522544,	-7.330953723065598},
{28.857648823527114,	-0.7556961562884688},
{2.193913115926563,	-17.56137326336751},
{25.047167526235864,	10.898769757734204},
{0.7853215798479454,	-0.6232447395094987},
{10.98295632151055,	4.840509709875818},
{14.79152584231273,	-19.4093283871909},
{10.678782869144264,	2.9088174475069373},
{12.533544959584635,	-14.09596657340493},
{13.830514438445643,	-10.202556967260698},
{9.163237543957965,	-5.165225490015327},
{1.9739012461308363,	-13.667386616729804},
{-1.116255386336924,	-6.567875174321035},
{-4.346992913454805,	7.072814243709097},
{3.365895645844848,	-7.740350783341359},
{25.87334820530842,	-12.4927637932736},
{16.049533951275347,	-14.976465977297838},
{4.124145826946599,	-1.1651246556055348},
{8.1906456814441,	-12.821750923204643},
{0.47777787893592816,	-14.129954378988128},
{19.894669034957023,	-4.85642668923008},
{20.03143078770475,	-9.572767186053614},
{12.222391790911104,	5.531099372586233},
{6.15219462932119,	-16.227297709229315},
{19.28174068270639,	7.974575508370556},
{27.977525668825088,	-6.706001170190408},
{20.79372047928092,	-15.629578695909117},
{9.218325359807896,	9.71327501837331},
{3.449085528602314,	-14.090583330392537},
{1.3015074751150948,	-18.981225996243733},
{29.67797704607756,	-5.018436787012224},
{8.852707464131406,	11.606750586236483},
{12.121423005244896,	3.5674275506674284},
{30.15265406348546,	2.543433167390173},
{11.333586513220148,	-6.278030705751352},
{25.31398860831399,	-13.15769400884918},
{27.083792947832876,	-14.4296185837764},
{22.955825510255202,	-5.748779312607876},
{20.05542421546046,	-8.45071991497311},
{32.86195094719022,	7.892373394833342},
{13.749909338235256,	-12.507098133561755},
{24.599981138740965,	-1.286268315736777},
{5.014787666138687,	-12.458279435051956},
{23.205907903226638,	9.832863853073967},
{28.44650368648925,	-4.476976933253631},
{27.926710775060762,	-14.84494691599605},
{21.08027870526524,	9.625298739713276},
{13.457712001860845,	11.411834005203005},
{11.597378381836052,	1.4923083879545977},
{17.241049525243678,	-2.339370186830834},
{36.4794998240459,	-16.32588721390377},
{29.913603472955,	-7.642534024859454},
{28.99139284065755,	-16.738669886077712},
{17.539691521435916,	-17.76097817409929},
{17.87392497949223,	-5.8909736518772995},
{10.206855168172194,	-13.089546354046096},
{19.688350548568444,	-5.642030972708859},
{20.06696368400038,	-5.203136709890888},
{14.874327134932123,	-6.656212979989622},
{35.68875717936808,	3.9955535769722523},
{23.47513418125631,	-7.406205805499241},
{19.680126576399026,	-6.011128794047355},
{13.579881436081838,	1.8469944414068742},
{20.89939608471874,	-19.891908393598897},
{32.498555538571765,	6.713892790027575},
{20.158529145843207,	-4.359263261340033},
{33.20768292055773,	4.183786419975235},
{29.147047300339608,	6.074396219441159},
{29.414586568102475,	3.4851703032775916},
{18.18755139345568,	-18.60064688012897},
{16.045742784951347,	-11.092363156804204},
{6.001263177705859,	-17.448085014438504},
{10.109336495409838,	-0.8716781040747001},
{28.086299120428578,	-2.739268466412156},
{18.540118643931887,	6.996930159459733},
{10.159723332881434,	-19.295099317891335},
{22.005843587483323,	-19.40663125764865},
{33.4613800460351,	-4.786419409257906},
{24.79089470383494,	-6.874737248180324},
{23.948401839673267,	0.3365514615051417},
{33.22956782805322,	5.304476641304873},
{35.7511478220938,	-12.368206106915},
{20.997057058346677,	-9.489155171352294},
{38.430545136236006,	7.711554959435819},
{31.067363242641374,	3.020270942735106},
{15.718506975052112,	-10.661088345555413},
{26.283303702393415,	-4.327198898369474},
{21.414139341702285,	-24.108739360341843},
{17.535275059209855,	1.71546048357812},
{17.367093347178844,	3.8644141059782875},
{29.591875260236698,	-16.573720939067545},
{20.947259304569606,	-23.876057491586483},
{30.05812809554534,	-0.4901791669886393},
{30.308158839473347,	4.9627654184153975},
{10.476172631777256,	-7.066378155010529},
{27.214073095259153,	-18.905755006256914},
{21.680516931376623,	3.5472754111932083},
{19.19481621250237,	-5.438511772570497},
{7.4517227451260055,	-15.49511293686334},
{21.456995373448322,	-16.6639336206731},
{17.747870170046568,	-0.5096969140015553},
{26.966263355175435,	3.236153120156061},
{13.935173258441935,	-5.115379476317965},
{19.61052471617193,	-25.46960040840904},
{17.913058568374904,	-27.121438248796476},
{15.352134627495658,	-9.732407699201378},
{19.56292770325447,	-15.770204479022059},
{19.930838484827188,	-19.968040205236903},
{27.351933583397855,	-2.1850385469279736},
{8.032134411096749,	-16.47140247922772},
{21.012681535851236,	-20.883858549542158},
{3.1729288860751304,	-25.192799357807807},
{2.954422344337864,	-9.654127191430927},
{19.409444231745354,	-21.937667747281953},
{29.453149541303453,	-27.99923448276938},
{31.99671510459382,	-28.858276524637684},
{6.769217810891551,	-0.5246770965105441},
{2.416498784490905,	-10.084823737909709},
{12.527904387565275,	-29.896977328038563},
{15.665302265760246,	-17.309579863465736},
{7.96483480459975,	-20.97553972191757},
{18.20292615716532,	-25.33322105955872},
{19.441959744828043,	-30.78277298438147},
{5.44121910396397,	-22.241259530574176},
{20.39393905615669,	-29.9654598189095},
{18.233832875719088,	-25.911866618690745},
{16.355960320118612,	-18.360906005328843},
{19.99219399382995,	-20.894683269497836},
{26.691445231989743,	-13.407893436026008},
{16.074686865942663,	-27.005237438133474},
{27.352087681254574,	-10.78382294119163},
{30.422123599837114,	-23.889547882837025},
{30.509863576942827,	-2.623406284869624},
{8.139170040385753,	-20.288926700713123},
{12.571285631479999,	4.093585052016927},
{33.78354104781684,	-16.189400891488706},
{15.967147085366104,	-17.54589780709462},
{8.16917867559215,	-24.945008451582495},
{19.131788213618403,	-24.443917544580966},
{35.811669088033696,	-19.227740319377755},
{18.024209995392184,	-5.539243640413993},
{8.680235179793865,	-21.088515629651674},
{38.19929606579853,	-16.053070244037002},
{10.584800900741943,	-20.45413977128742},
{12.132598690088233,	2.7039235858657236},
{40.38996281357492,	-28.676982579553545},
{22.491885524373327,	-9.008391673705606},
{11.449893193314033,	-12.320351562299127},
{30.414155349013992,	-19.126421664413638},
{38.75461574142157,	-18.809011185162973},
{12.055699167989982,	-9.821517714695045},
{24.970462026481087,	-21.393060982726105},
{35.845989592015066,	-8.558374993653143},
{22.446888670568484,	-11.284125667648023},
{25.40407459163754,	-29.38539398035742},
{26.815318658663184,	-11.60058781483594},
{27.356293133823577,	-13.919977029043714},
{28.447802108200896,	-20.899977533691192},
{21.383561875145435,	-29.90969626559273},
{14.274492144404899,	-7.721305613580103},
{7.899845660113623,	-15.39556739704081},
{9.170229472677686,	-13.472215628021072},
{22.224086784405795,	-35.5864829746162},
{29.668301117142963,	-27.230523873444945},
{12.486929191804325,	-28.00302158133167},
{7.282781299882558,	-31.29231973931971},
{16.770902438012435,	-19.425828626372265},
{35.14459755203562,	-25.599019413000438},
{14.057840551452937,	-31.13574073617881},
{18.444757810548595,	-23.878841267491126},
{32.52970428487437,	-22.787594677481227},
{25.191744080097195,	-22.17249203329701},
{34.27789588376649,	-10.824677650327455},
{34.642800368891386,	-26.517889590909455},
{11.852616174672644,	-23.43540508541828},
{17.060627863725806,	-30.33909866196327},
{36.511617241567336,	-33.061835329285685},
{26.73111019866378,	-13.963714284427386},
{35.035755204944415,	-6.97513993896656},
{22.927893942812695,	-16.416607393150553},
{33.859357383507124,	-20.150110900662277},
{40.97726460736335,	-17.82000741162997},
{14.440028538703721,	-37.33708312264915},
{35.150618680761376,	-19.02609123322715},
{19.29215931198266,	-9.964088831906555},
{12.171431663305274,	-21.74074737575901},
{32.7753335645405,	-25.000316480390858},
{35.35813540356205,	-12.413334293734344},
{15.81721937555205,	-16.851659299011587},
{19.319540878118083,	-15.144801320318642},
{35.647361762432425,	-18.71069329443498},
{27.260705995776302,	-36.0977725276929},
{12.0230218941605,	-36.2214747012538},
{6.22682101861367,	-26.93055923952033},
{26.820024768451784,	-25.427003080574377},
{27.276291046788376,	-19.60732920756289},
{11.15168478577888,	-36.874789761556144},
{4.72168886535222,	-27.48874718872011},
{3.3338600514611585,	-26.770426686643255},
{33.3649458025027,	-35.09784373084861},
{33.54999088634122,	-32.598781088602486},
{14.847920663201979,	-27.56859462892024},
{31.886915821594872,	-7.9916218715910325},
{19.611921694434756,	-27.11675479126797},
{27.30321514509564,	-10.868352119011778},
{18.433224546472044,	-13.652767604392665},
{32.856431013463386,	-11.946022388060904},
{25.578248631853477,	-20.843188406552613},
{20.17149184920091,	-9.763315477299859},
{7.695299644986019,	-39.25655867811426},
{17.211864239401766,	-26.868252069067577},
{3.68792182196211,	-12.855098413954053},
{28.98076429042133,	-36.64675402034756},
{3.4824436378576813,	-14.85023560844392},
{10.534642784684113,	-27.863174521885277},
{32.101732534097465,	-27.220895910199015},
{27.35423742329219,	-6.147162585373536},
{25.632074278107954,	-20.61603473704528},
{25.608349680542577,	-21.815428863280836},
{4.205898129373718,	-21.558944948789676},
{18.012710236595414,	-20.517025959836104},
{14.870129048146428,	-23.999317587930893},
{9.622496039846869,	-25.283317687688843},
{5.233808676354041,	-8.342890175464213},
{21.190714898460783,	-13.31584223232625},
{19.096303910847073,	-4.677804847691473},
{8.854489644139967,	-11.110174069585913},
{4.245687603289728,	-29.976288395762122},
{16.298764722893107,	-14.12618032633624},
{6.859475362933658,	-17.556837533140357},
{26.445098930559404,	-13.994329943168513},
{6.295026741532489,	-20.490461160303774},
{17.714362220650994,	-12.669907160047018},
{4.878140678806435,	-13.208011141170324},
{16.49921638087723,	-26.770338343831437},
{24.706443745992672,	-16.747194048072732},
{30.72675532032879,	-20.590009253704388},
{20.662026113374427,	-29.376651373770606},
{27.323335148701453,	-5.886176036156453},
{27.575604649937585,	-9.111816554811114},
{10.315727711716221,	-13.710923310300803},
{11.512419707266314,	-10.378975306041486},
{1.684851048914151,	-12.281975073375424},
{14.139251711586311,	-20.96105137004973},
{31.358782667887954,	-26.758687252401963},
{26.525782893898622,	-7.45572831309881},
{12.884952173967697,	-14.376696022621374},
{30.950793400781773,	-28.728004612687382},
{20.757725862663726,	0.3487104410931714},
{-2.5353558006358945,	-4.55927382295134},
{23.326883406831037,	-18.362347095117475},
{11.029582467699978,	-27.43388119145415},
{13.837916777506749,	-19.15160693495441},
{16.802917544001446,	-29.13461628637863},
{22.38191587742152,	-19.70253392334367},
{9.004167341508488,	-15.053764615219873},
{0.6549612001425338,	-17.157031171801155},
{27.183688820712046,	-17.166303256663102},
{13.569076878497466,	-29.38926347127964},
{16.196629571137265,	-28.723868006669814},
{-1.4516875327407597,	-14.549920201199637},
{9.136706190383762,	-7.989627593189542},
{8.257333547826299,	-16.15944542222936},
{-3.4427493290756814,	-21.787793476841195},
{21.978328683960108,	-22.286122108902493},
{26.775431767404164,	-21.549896647811963},
{1.7195626663418615,	-5.4505498279622735},
{25.388973211114287,	-27.960919006679685},
{4.45417987278385,	-26.51376742441102},
{25.573551742387977,	-19.92890361344381},
{14.92306657470855,	-1.8259958928406164},
{20.57524398664593,	-16.596400318823694},
{9.782443271637185,	-26.822170776621757},
{11.412809494131292,	-28.282859635335978},
{2.7628848551592817,	-12.65982711790759},
{-5.7640523950296085,	-27.910407152302078},
{-4.406374847695851,	-23.63463071334027},
{21.538252680193025,	-28.835845249881555},
{-3.082604537668054,	2.4316099197982375},
{2.1972506524092132,	-0.9212993772306994},
{-6.051419761465436,	-27.52961580435873},
{1.6220454792140941,	-11.002854653200583},
{14.746712435027554,	-22.707846407753554},
{3.648027112977644,	1.5331522481628177},
{23.416117127113623,	-25.830326343541515},
{-5.8217270133005385,	-9.897882846038296},
{20.266803544875184,	-3.640481856292258},
{4.318244170479133,	-14.673174325263322},
{9.326096501687964,	-22.446753989024533},
{20.398287642263874,	-2.2923235616466826},
{-7.92150570563383,	-22.00775838358148},
{16.920502686663152,	-10.769535889788905},
{-8.192496844375643,	-11.012841442689336},
{-5.669133216493975,	-5.755045335641974},
{19.220514901443508,	-29.323479078184327},
{-4.8386879132977185,	-23.07909620075392},
{8.167339641016838,	-30.66981580998922},
{8.792458133713783,	-26.931641533067243},
{5.11817445387522,	-0.1640976906120457},
{10.682098664821005,	-12.371737376014487},
{-0.1331828466947833,	-16.99112999167218},
{10.748792854327277,	-26.510514089256304},
{14.035299277149775,	-18.217985253265624},
{-4.900353282815772,	-12.829738316144567},
{-1.3838596420495968,	-20.34529783502632},
{-10.104051311882483,	-10.204430766812958},
{-1.2398198607500888,	-1.1829909707473192},
{7.188903488936067,	-22.91734011538727},
{-15.662182297962659,	-9.972233628979009},
{-7.624584419824565,	-8.018230953369343},
{15.876827241643877,	-22.224577136639127},
{-10.850743047276179,	-13.826429241178793},
{2.2268251017574556,	-17.63429416780751},
{-10.916103485454368,	-23.609347562029065},
{-8.384680625019804,	-20.759522828919817},
{-10.589616834973508,	-24.350194389621684},
{0.2344432483151735,	-19.7184830311169},
{-0.5530347552508132,	-10.87759610729493},
{-1.7752536984857343,	-19.1491754722487},
{5.775337586821372,	-6.383526078915999},
{-8.979132226055121,	-25.69171631111327},
{4.892224633804581,	-29.430022521857616},
{19.185426654498688,	-23.337345467521423},
{21.33724665904684,	-10.100929108266339},
{12.720381183039159,	-12.000055088265494},
{6.8891264431288555,	-33.08245536870816},
{6.352642890649076,	-9.248141458696942},
{10.043378472035261,	-10.658025075740426},
{0.3261286258222249,	-28.1044982640022},
{20.090022213872214,	-28.173770482539393},
{14.951082827217348,	-29.641838960664003},
{15.561400343773993,	-9.932264475168342},
{6.7497371799022226,	-9.005003854994143},
{8.056594939461313,	-2.2437280491535354},
{20.6130566844406,	-12.623515286748592},
{-3.5488789470531614,	-26.317609640477404},
{-2.9017359463586914,	-19.53213673829494},
{14.679452177309276,	-4.849519977833147},
{5.043059130818506,	-8.892362160979769},
{15.85912078765477,	-15.806332096852675},
{5.1823527810072925,	-11.92099649848371},
{21.663688153750286,	-8.397719301364656},
{0.039912089939015516,	-9.174769792258598},
{-6.7102689768395685,	-7.374568315111265},
{11.29386179472288,	-5.491220241988685},
{-2.70668838943676,	-4.625423120044601},
{12.761464733419704,	-29.513487342063428},
{16.755716480048417,	-28.488255589198392},
{-0.07099913043991535,	-11.890145865495224},
{-0.009127450147499161,	-22.361738094062595},
{9.03958174225766,	-26.064093425355303},
{10.140111680347555,	-28.68556114192242},
{27.810942905358214,	-19.603911987945445},
{22.826075507863916,	-27.103873228679017},
{26.569966853173838,	-7.732687602722972},
{23.601868810400948,	-20.14544518990746},
{8.566722184210246,	-10.760869444678502},
{-0.3082726559806872,	-27.40032624817602},
{23.383978129146133,	-21.706235052187374},
{6.859874990067585,	-15.064769812243743},
{15.3372814003203,	-18.65804113990246},
{14.391185406846215,	-11.593449427816438},
{22.488801504643575,	-14.431155295869175},
{-1.1015796826774498,	-21.28029453922179},
{24.607679676063796,	-31.571400832109017},
{19.909660083666232,	-14.558834218377829},
{3.6382295273534666,	-34.93847843733661},
{18.31387091339536,	-30.46644707592851},
{3.2686426724507243,	-10.113654465799375},
{-3.582179080494761,	-16.85456180594664},
{13.144016552499156,	-34.6407828335639},
{22.49819697300357,	-13.770209034610886},
{2.3862668485775735,	-24.713103614018674},
{2.0532311779813597,	-27.835554676487686},
{20.485801120533445,	-12.536880550353011},
{23.72674953481491,	-35.35444320191671},
{24.5237902379459,	-16.465602087133792},
{6.415529984109572,	-18.998657088828274},
{-6.994870777679967,	-32.174452353825586},
{14.259588829156296,	-19.53684190321837},
{17.08140346537826,	-35.800935169856565},
{17.387465458506274,	-8.99063413075547},
{2.693846720634774,	-32.810466261351216},
{-1.1361807739889258,	-8.309160254619592},
{3.107815569341021,	-17.618083744395047},
{-5.970971912061334,	-32.76003340538737},
{-1.4726192200791886,	-21.287445930607017},
{6.606646273494157,	-34.65634208184204},
{8.907077479224345,	-32.10703300943386},
{17.320950054165067,	-18.71618746198272},
{10.433037603754308,	-17.83492253797086},
{-4.753353909285124,	-9.169716839925176},
{-7.13358465061215,	-8.57628041062851},
{12.184603292880002,	-28.782584534344874},
{-0.262301806889365,	-25.249586386581424},
{6.990103550614961,	-40.36166793989125},
{18.984918444759558,	-14.65002913068362},
{2.023475623056985,	-18.446179344076914},
{4.978900998390703,	-36.95588582889461},
{16.8271082447532,	-22.74918956755697},
{15.239529250631932,	-19.32238102865227},
{-7.730409699400067,	-8.781830324949397},
{-10.80818252651072,	-28.76075694466922},
{3.730532456358276,	-33.77912078063254},
{3.0264738045328734,	-18.38103934871143},
{-5.915547226799884,	-15.846596267468769},
{1.6310250226197134,	-24.609726855239682},
{-5.9033135404864225,	-4.375024022028363},
{-10.813396307954932,	-35.02005756285013},
{7.030067736440802,	-19.704479475242533},
{-1.1558050854778443,	-9.69457456576854},
{2.8539220244763825,	-17.262727463602186},
{14.753985505774576,	-6.221179197920506},
{12.201333449792713,	-34.72607631392884},
{-10.579094183647136,	-36.77711138746552},
{-10.38906422374314,	-19.70008649507259},
{-6.208842206055312,	-9.952697637477446},
{-3.106311999072016,	-20.664389245471604},
{-13.870016308025907,	-26.19277460039082},
{4.91445186637343,	-15.085565341516116},
{-2.1444875859204906,	-31.827001653081712},
{10.177020007113835,	-19.844586986053166},
{-8.455050768797292,	-32.0805182736796},
{-3.290509836109937,	-20.095043796214277},
{2.8860650547873306,	-35.2894267285333},
{-6.834385808489017,	-27.027363417935366},
{-5.427291108935243,	-13.932618146202685},
{17.321725689652748,	-18.66207305737158},
{-5.126239259713131,	-31.935541921250866},
{-1.6782892686664468,	-32.80425593692491},
{3.56446858865635,	-12.423878894546679},
{12.442793487258857,	-13.39374798250358},
{-5.221493714200804,	-11.338081167495684},
{-7.465028739324797,	-19.115111216998482},
{16.758182034927223,	-32.265748628279255},
{-4.726951621496596,	-14.28861377307037},
{11.205113329232784,	-21.301710741281887},
{0.8028027727324165,	-23.711004794624806},
{-0.17874107584505694,	-14.469585382248926},
{-11.689195091086425,	-27.114144539799813},
{2.5083538564641863,	-36.49567061160481},
{10.335014721475396,	-20.18098619189984},
{16.893765740321598,	-14.28225244291966},
{4.981393115361403,	-23.653992084290397},
{-9.29571901695467,	-20.397881908327054},
{17.52877069280217,	-28.26280706530557},
{2.575557273363085,	-36.05727522933701},
{12.326322060894231,	-25.36125572305001},
{2.964624899251419,	-44.54839413872803},
{3.993679919621627,	-27.083016223799216},
{0.8416854367554301,	-37.69523420845687},
{-9.497847471267708,	-40.47435875915889},
{0.8117478709027388,	-46.40684615070455},
{1.011226274393735,	-41.141509151230636},
{3.173744171413194,	-36.389410724565465},
{8.149839205676034,	-18.3230320795243},
{5.852502290415256,	-15.398770968213665},
{-9.532877781838266,	-14.081605468665607},
{11.013827027049715,	-43.25675680108019},
{15.296200951927169,	-17.920414673457067},
{-6.390294032646715,	-42.55454481603886},
{8.486321902051465,	-18.781056948717985},
{9.344537442146411,	-38.36720738086531},
{13.339965852143315,	-31.07958884074687},
{7.734678638123437,	-30.806632999755628},
{-6.426760669727617,	-23.424121892360066},
{9.126485990162458,	-37.067844511389694},
{6.486133898166592,	-29.834886770051483},
{-7.860408806624079,	-24.211689726393548},
{7.4294727845147435,	-40.77499290735821},
{6.326945910723261,	-26.518310103387694},
{10.577147125932918,	-19.109814645057963},
{13.025494773123224,	-30.959554995817196},
{-5.778385282405228,	-32.05291652222486},
{-6.899974213073637,	-52.353840453501824},
{7.764836314877844,	-23.47532778366199},
{-9.188145185490555,	-38.767994916288856},
{-11.994703085971981,	-30.706195457330555},
{10.778104398785793,	-49.90111949362266},
{4.564229306005423,	-43.99129771038024},
{15.576912503982715,	-48.38521260483573},
{-1.12502781734646,	-24.019582462489847},
{-1.283057394388802,	-37.08132315949348},
{1.99817201717973,	-39.31972331453176},
{1.1449782036738227,	-44.57085016592033},
{-11.706089852255701,	-52.199213554147875},
