{0.016201804928313024,	-8.763900487954434},
{16.704045210203866,	4.563504481948183},
{26.40770875106421,	5.565917448407167},
{17.441605372070068,	21.71873902665661},
{7.625335002585354,	21.885621877343397},
{27.809512252454013,	15.458802461431212},
{29.50171538168136,	16.554872613364587},
{32.81442667220592,	6.21982997268345},
{26.048787357541883,	9.298054175096816},
{14.953238680813364,	2.0259290253972946},
{19.089361564679898,	20.522383542891262},
{31.289501608362634,	15.86398729911096},
{21.581280096205056,	23.059816940517308},
{12.725530847362377,	8.091405619706386},
{26.475444890014266,	13.893572538523951},
{21.49133973937266,	4.430381301058133},
{22.467255818023087,	3.899687583624928},
{36.22056779852504,	3.297769856496103},
{33.7450704524482,	23.541004365541845},
{35.07893379734708,	1.8679221052649773},
{13.508417667333287,	19.244128325015744},
{29.51790011487327,	4.590123270458177},
{34.478289902075986,	12.074393437858678},
{37.66067907213764,	23.24673001160079},
{19.87761509558633,	26.013415100371535},
{26.855374391374124,	19.37343378934228},
{19.531835802504148,	22.16483352206374},
{13.432411436197953,	19.406005318858583},
{21.00290142797555,	13.448417468504093},
{26.668247084663896,	6.867342338329692},
{35.50687479824006,	24.22038242592455},
{27.29376989235827,	16.543424879499998},
{16.796739800078612,	19.607902845559188},
{30.175071880482513,	28.60200048530465},
{27.30525826770058,	20.029972837585856},
{12.327519139786556,	22.49553687095888},
{31.802728294136465,	25.44826376646984},
{17.949857536339763,	14.889326546188617},
{31.54099275379281,	5.263108010077776},
{16.991482659437672,	14.837261451566592},
{32.758005903678,	12.074764708413479},
{26.861327055822375,	6.667516573648463},
{10.092682940670521,	5.732212607002339},
{21.20026158015404,	17.609513908577142},
{18.36574123758428,	3.2993582172912195},
{29.936643130196792,	17.441552184559086},
{16.093653130764576,	23.112926858842393},
{17.013777568597007,	6.617674271505898},
{15.84803318899368,	6.285535959344646},
{16.61570532105255,	11.41995634569194},
{21.440264344760067,	7.801460932042357},
{9.716034411405877,	9.031063836369391},
{26.206586101527428,	20.68589504941741},
{19.535789666077246,	16.098335941750065},
{9.847864872299088,	14.166911741751107},
{17.182724821249398,	16.879271716554708},
{19.826803156460244,	7.5382559890777365},
{11.718642997660659,	18.566440412925104},
{23.851990074359303,	21.610631045624434},
{11.393465511248364,	12.988492202297078},
{4.472198974043183,	24.79724957722634},
{6.351326385145341,	15.383075204732856},
{9.885684604737897,	17.06081516931403},
{20.58180241287908,	23.78349519305342},
{16.958382886723566,	9.3225607894584},
{6.6034050110450995,	27.49498730372182},
{11.805994680062463,	12.283860840480813},
{13.976469101793862,	6.379056113157503},
{23.503820716780652,	6.08492926487942},
{-0.6925389414784568,	21.845147232600766},
{-1.1911141192187014,	22.59638215654347},
{1.7215560578227667,	5.067886646069535},
{4.64022730962645,	21.598381433704848},
{21.50266393047258,	12.661784167006015},
{21.0178730384247,	26.883707443433366},
{16.48319582558919,	17.278851383116674},
{5.676701630475473,	13.049433176479889},
{8.291884401459694,	10.606074167192126},
{10.321022828055243,	15.710096073630838},
{7.169356834400144,	11.64530562591176},
{14.718752120591091,	23.62446609857976},
{2.346204838567431,	17.99330428991498},
{-1.0070023255838585,	14.199666606509432},
{18.25707953288604,	17.823431436756373},
{-2.9223491396484036,	8.343965394762517},
{7.699052756684747,	15.296799169146677},
{21.278738058589134,	10.204172991569251},
{13.630351557078484,	12.638481806853099},
{7.945910037744709,	3.839910422644948},
{9.466999987888126,	13.724178015003115},
{13.988149847875096,	4.465159230032953},
{13.122303890136703,	21.648724526620146},
{8.219849526815995,	6.799421157609211},
{19.369352240656575,	2.3872738718469915},
{10.193406454671361,	13.167063270054411},
{8.682219523657427,	23.977067261939624},
{26.810777743998013,	12.90492006037289},
{21.985784833408168,	4.158376630218882},
{9.652346145676706,	7.095265415669397},
{21.81961762906972,	9.724290457310053},
{13.55784355176317,	23.52402484640014},
{5.212656736913484,	16.636054692258384},
{7.888172815367581,	4.508003234934447},
{7.9735149453260235,	4.466664300793084},
{25.174896763602636,	6.630853640257348},
{8.75194102692422,	6.993039637611913},
{14.449837172773293,	11.255326644912252},
{26.624554052010623,	2.6473460704099736},
{5.031780605248635,	14.200155355285947},
{19.507036403076295,	13.530759946225118},
{24.91288718250756,	15.431238291306986},
{18.58991461230803,	14.084976937077073},
{9.41266356377789,	10.827843724404413},
{15.695104439255179,	18.054347336700253},
{14.674124299717834,	-1.9530909195914425},
{15.433151995799957,	9.385994822736567},
{9.846705269890222,	4.254103140914892},
{10.19832883264738,	0.7248351368455488},
{9.324571495287827,	18.69606178470119},
{12.776057764522767,	11.739168443439787},
{22.102876599307557,	3.0121444388516743},
{11.235636323041007,	16.754780274916705},
{3.2094028632973597,	18.452065685521543},
{6.503709387688374,	17.88545660200038},
{10.216334014015771,	12.87350868474661},
{3.427884184102486,	2.6615853643596594},
{14.193499227852797,	16.327041455301952},
{16.21287200692396,	3.8068474856209473},
{18.150582032552904,	21.05775515350492},
{21.72082844699234,	-1.925221550449372},
{2.232076237098272,	2.5523224631539057},
{8.325153384973524,	17.073468569287748},
{17.25356548420775,	17.319322278764957},
{6.945017831288968,	6.422982495679181},
{6.2275634792786825,	3.6427230464482543},
{1.8316537398372237,	2.838224667431936},
{13.638547095991719,	8.502858363651026},
{12.744033207931142,	4.612248979681895},
{4.888453640331303,	17.43711478873624},
{-4.375071546741054,	4.535004236509489},
{6.5062288530539725,	15.308344741233089},
{-5.57289580647933,	-0.8619416424943402},
{15.606822957203065,	18.95139738941907},
{4.989359799372359,	8.418308938691823},
{6.539027235437157,	0.561684627154861},
{9.034438555175885,	15.328170522332378},
{-4.709156309790336,	5.867119930655581},
{-1.4904541208878372,	8.858703203087495},
{-6.575364936251587,	7.782415052069084},
{-0.7801934587995376,	9.440364167753817},
{10.009061400890864,	2.124699465979047},
{8.83714827531059,	-2.900669440554495},
{-2.2470109478880644,	9.708983694257972},
{-8.961289147829053,	12.346428628544217},
{-10.705426797790823,	15.034794579495717},
{7.8468506313101045,	2.4954636645425357},
{9.19783358336062,	20.27706624768604},
{-4.358326886064922,	8.746142714965563},
{1.120583398512517,	16.593539554418506},
{-10.085537725429772,	22.54693083068991},
{-5.87660269054268,	20.517321797866913},
{6.808607489695877,	20.616281220706192},
{5.703899140311348,	1.2442855672908806},
{0.19894858015075378,	16.29231070481283},
{-6.749593055802173,	14.73520969554},
{-6.912506956713311,	18.456272700687684},
{0.4190640402348649,	7.5869424928004126},
{2.439926839600208,	23.302251835435705},
{-3.9522200509317527,	23.048577954490028},
{14.818238369923034,	23.276785890021696},
{1.5473546851939126,	11.931561275449653},
{2.6162274973428303,	16.833615304966443},
{3.0068282109293563,	18.771395586026404},
{12.698783578294844,	15.222561229856314},
{-7.464655483885725,	18.69914873933661},
{-2.262755667269058,	1.2386373563427373},
{13.341477522197504,	17.38442623926631},
{16.70946675365543,	14.961205806566742},
{-2.53270383258376,	14.353164300270997},
{4.774252452599226,	15.978400907772725},
{18.07932528939083,	2.301197079521277},
{0.39939691690189605,	20.042837237884047},
{10.094123906824823,	20.478875105096556},
{9.022436663138821,	17.18199735010837},
{-3.6929852408989596,	17.619456707680815},
{15.276266339855141,	21.635067224347363},
{0.18999954643591188,	13.945169686816907},
{-1.2254693270070618,	24.919671521448794},
{-1.851158371721854,	18.679888621782005},
{7.008153332608625,	11.83830804965881},
{8.878990665779925,	15.965982256029388},
{13.712544939422543,	19.988077608304952},
{-2.785462789306422,	13.854469216826319},
{-4.0500676416810535,	7.365967738668338},
{9.539593357297083,	14.073252445590985},
{-0.5938316005968094,	26.10660469574594},
{1.980371153069461,	13.976194077919551},
{6.792253788795623,	8.946942212812306},
{0.7616181794474457,	19.42796926132639},
{4.924317183797909,	6.422609374361501},
{16.507982829680646,	5.073333293185147},
{14.617489640801953,	3.3324419993426577},
{-4.807490691868752,	14.402803218039047},
{10.219432427586497,	26.531892302876404},
{-1.750221345944171,	18.652735809583405},
{10.065257817038749,	22.942130553838112},
{-3.6266849077672063,	15.273837529509382},
{-9.116044793836478,	25.26287938385464},
{1.9546632733315743,	16.167737749683027},
{-0.8959619261634693,	21.92607566849135},
{-4.263295777684019,	7.010794392292265},
{0.3085034342555737,	18.72492086043045},
{0.9903134977725419,	17.08518047602667},
{-10.136826267745924,	26.74922682412969},
{-0.7656838641570243,	18.963946096071986},
{12.47484148906348,	23.507231267764027},
{4.764442184740689,	25.319045967354718},
{7.415280016893064,	11.815576698688144},
{3.8498416112509126,	10.52426434450565},
{-7.187752290271252,	24.146440636149453},
{-9.919055760929918,	12.605403512827767},
{7.358415921622829,	26.34237941847249},
{12.756570661432129,	27.979697926818126},
{5.069961113868876,	11.562454747614934},
{14.024869590655584,	15.745420495840506},
{13.02910991839158,	12.196888129451361},
{0.669308243568274,	19.347207214856837},
{-0.6888700936303316,	24.186512773190874},
{5.837250485909227,	28.419213637645033},
{-4.52252290135481,	7.41744900414208},
{10.295608067994635,	19.323065021116726},
{5.711570364562089,	23.93361105611986},
{12.148614415772247,	14.239232310019704},
{14.245696746824692,	23.131513310510282},
{12.679324049549209,	19.216247284716278},
{12.410902571291505,	18.269833002794794},
{-0.5463935574743202,	27.590124953435627},
{10.566599302551865,	13.005332892828722},
{3.891643556509907,	14.992937178035099},
{4.124387953131876,	13.467420587247652},
{0.6553757027931031,	23.311578708867867},
{-3.0172089411982626,	21.193266319516695},
{17.651511025465872,	29.519915231217862},
{11.598788312612605,	29.32161483518309},
{1.7616717977109513,	32.84632329818197},
{12.977745219351455,	20.105869309347337},
{14.459186444604718,	26.05296061248127},
{15.97223919700307,	15.17680551877191},
{12.242718327499695,	24.895064969784876},
{1.5620454704061846,	14.675865619989391},
{-1.1976144926109065,	15.381322881934734},
{13.292988509003322,	26.98462102623857},
{-7.667652516955931,	26.12625066972303},
{6.409228098950381,	25.586379042291405},
{4.842461547689961,	32.90369762713574},
{9.686078527587043,	29.77943586466649},
{-7.956758200421373,	17.065288256948392},
{-4.971460044712269,	20.18935749719344},
{-6.1026869803931945,	31.753319516019427},
{-0.725933573764241,	17.30720853544426},
{5.905624921104426,	14.055707674151357},
{-1.0150477429285107,	14.186574972969701},
{3.3444368786485903,	25.1952882448387},
{-4.27395359541977,	13.68574061265581},
{-7.527945206945425,	28.988125695421733},
{-3.3223445736924466,	12.795518046754276},
{9.873493421288728,	18.197251832538903},
{-1.7509628587380544,	27.49220915712193},
{-2.6618261368849296,	32.847270629546},
{6.91633971131364,	33.63235977212494},
{1.154614589637447,	14.546949621397061},
{-5.308294108316808,	29.485556052844395},
{-9.205426604174374,	24.844871674465296},
{-2.098629199150201,	17.706098654911294},
{6.686497396232777,	26.769831277276353},
{4.499655439012718,	33.76186452000047},
{-7.489076735209007,	34.914580605653924},
{4.039962884928414,	17.664332471160538},
{-2.1359240410220686,	28.54219463239765},
{12.177369660080384,	33.58790214816497},
{-0.5873910455043374,	24.353100152618843},
{1.2876646124031446,	20.7171583034401},
{-6.770086616753581,	13.927301450695644},
{-7.3367908855631185,	22.436723375480472},
{13.641065692457516,	23.347255805426403},
{2.125732298977816,	13.245565510103503},
{10.315704960549631,	12.975012723081957},
{5.051473148726121,	32.79105517042986},
{1.906360736806362,	13.484374827723808},
{-0.9260852217919684,	33.55667195453988},
{-5.507746643998399,	30.573911799559042},
{-3.139195159021135,	31.41373770243135},
{8.509943828402623,	27.570129819024963},
{13.455936027733742,	23.447069040592673},
{0.36886885840869965,	36.75347816290332},
{-0.8933556375078204,	37.02748313875445},
{4.964174449274094,	16.807788370806588},
{15.829478057466911,	13.31135508564029},
{21.721342643266972,	29.592665822659917},
{-1.9843851891568427,	21.234668226630717},
{3.8694019143826166,	21.400808899124048},
{9.610710492882713,	31.44019685363903},
{16.506793438538573,	14.461274089597396},
{4.677786293158874,	15.12031975454339},
{19.692928303860203,	12.75875921145676},
{18.909022568088886,	18.688239373229376},
{14.675815204176928,	33.77767745356496},
{10.469208919274664,	16.520364957883505},
{8.310757166652774,	17.451193208659298},
{0.41646194044583495,	24.559342874368387},
{9.874234412552045,	14.811595941553552},
{7.8310319744373205,	29.50819009069373},
{22.43131478788035,	28.31157407738346},
{19.289710428101436,	22.12838974121029},
{20.216949258588695,	21.712166356198814},
{7.241528524411724,	21.207445393304187},
{17.686941663925353,	14.035973615297209},
{22.84596311443654,	19.558979477591308},
{14.45167373032423,	16.084699181170457},
{20.260365220088584,	18.82139978987285},
{25.157602807158618,	35.19500993213322},
{15.29830376887298,	22.168853129998467},
{18.283626957958184,	34.47161876057276},
{6.122293860452233,	22.4222138845935},
{25.228401323166565,	24.739292732061724},
{21.64453056828218,	17.593148585390196},
{9.217377748024173,	15.784875037859841},
{26.597503693871406,	9.528511531092157},
{26.25987465230358,	12.617925953844908},
{18.035153854018546,	15.10717307221189},
{7.383563217284557,	32.21435312580549},
{9.815853388278606,	14.444450350512325},
{8.5000062928919,	26.631547197456545},
{18.90048359882129,	18.171996930952183},
{23.738222713494775,	17.903643904221354},
{23.466396908567617,	32.1167915242747},
{23.923340802918293,	27.823525641886583},
{22.117675438241136,	13.318351603476982},
{4.999712096173981,	28.76022654941196},
{1.0015522812790678,	14.972460393815844},
{12.820230743066883,	32.29175361457767},
{1.8587745922497794,	24.005069586132425},
{2.2779631185941875,	15.210972251681472},
{-0.3482931216815821,	13.67718528299529},
{5.423663448134795,	29.290491152760115},
{9.538218779610443,	9.38605081824192},
{20.861120752703766,	12.814493282297217},
{-1.003016795414089,	29.245357465639675},
{5.778466500298091,	18.076010972067756},
{0.7923257724694555,	17.560419652161876},
{17.193843983581917,	30.739644157712483},
{-0.21190516707896734,	30.20202942838331},
{2.9666994880464577,	22.733808289015137},
{15.398031165251915,	28.826226544591506},
{19.588571538978158,	8.774782823170167},
{-1.3159285853155538,	9.115786986317508},
{19.78184685710516,	29.77780694675955},
{23.750116495882377,	27.395623066427802},
{5.778612664381197,	28.69023273378199},
{23.46775101056646,	6.263031317553885},
{8.860383823298234,	25.323164904578924},
{10.113714855984545,	25.696115471826246},
{14.813650456678353,	14.410901969953613},
{17.363306154690097,	14.024882018838902},
{14.431240826545634,	12.560940657812308},
{5.259692980758455,	30.60834959130476},
{20.195117763301468,	31.87749102537786},
{17.807710415205946,	27.83321462471273},
{6.907724052688742,	21.554205861278092},
{15.402560470727018,	7.778028647881216},
{14.426674253074538,	25.00250613639772},
{4.610572146516791,	16.683883302604848},
{11.916242049679894,	25.523012518192374},
{16.340682089071677,	6.490294400587704},
{10.50469001792948,	9.937470987359664},
{16.695331660155322,	21.368662772084804},
{10.757755788205166,	24.64191760730057},
{28.98601747351698,	21.755625006655347},
{19.302735673923753,	13.575161136973104},
{29.516544128257763,	26.10328600721546},
{18.895760108634725,	23.04963545093822},
{20.945195576450242,	10.588156630635616},
{14.177184404537469,	29.704980462022583},
{21.896065964564126,	16.86346317532594},
{21.12682054215339,	17.12802763372576},
{15.714232971585876,	23.72680154599158},
{11.867196441662466,	21.23388578895828},
{30.43592781214614,	17.08021127880427},
{12.536553822310584,	28.1543478863683},
{14.642777504463563,	11.637425145073813},
{23.64434087560325,	19.01301587199843},
{22.979147182937844,	15.581679925358438},
{16.53327988443748,	19.86853639296084},
{35.42586973896168,	17.57691661929919},
{22.094997917335974,	21.686253086771757},
{18.354142577648638,	19.089510978875666},
{25.902842573829563,	9.079514543721125},
{32.777788864675195,	18.96339334619024},
{22.62894087244967,	26.461999128897258},
{17.711875323617328,	22.439319701724145},
{35.70459013257998,	26.14311882450718},
{22.815566205371923,	24.158525404305447},
{25.474994582326175,	11.904558347549159},
{24.16373500343765,	14.292329185737145},
{16.41991658313495,	27.940627225644718},
{29.258109652106327,	32.94536453615294},
{29.15557793351767,	14.949930991344434},
{16.699096300572158,	24.106690331298417},
{37.31494636450448,	27.12071284575419},
{23.367880641169705,	25.55689520452028},
{31.024034383646097,	13.334662711040957},
{28.05978746640924,	26.211415367247003},
{13.30645004233428,	15.876869498213825},
{28.888257747106618,	25.53787105469369},
{28.231727810261543,	17.453843213372725},
{23.32580162832963,	11.64490815156178},
{29.628689993649193,	26.717271551928384},
{18.902193267364005,	30.92876293343751},
{19.874834534515983,	10.224858755542922},
{9.344503578365812,	20.941793858048158},
{9.355014830999927,	30.127102951792498},
{8.873337480356485,	18.18180083386602},
{29.61902927087707,	21.33458573319958},
{13.68723360777599,	13.227366212133765},
{24.84924818357399,	33.844266112076895},
{9.242649425937728,	32.5206411746654},
{25.382038095061148,	15.743125799023893},
{9.67660724990218,	32.37843352580603},
{14.052115521917994,	17.765107685430475},
{22.343842430579826,	12.537043748747772},
{16.83512256355793,	34.28852559029248},
{30.56976343051528,	32.014468577468435},
{11.421182672489714,	19.736580773128118},
{7.806105747712653,	15.015041698953674},
{21.62615283622076,	20.739205987479394},
{10.935461971969954,	18.804791059298978},
{27.172278832302688,	20.132740689196915},
{10.525185116580523,	18.395482539234823},
{12.719469433839013,	15.785264494195445},
{25.913699241776573,	28.328646511172618},
{17.393983248088816,	34.716856715227266},
{34.43172323719561,	27.03745949095514},
