{-3.6395510400965545,	-5.056898093350444},
{30.339884693622633,	2.9104387298601857},
{32.0618277438016,	2.7832273864487878},
{28.533685599379517,	1.052737881062173},
{19.99545744396044,	14.223967525470975},
{21.8428478434825,	7.627418770699737},
{21.653032784540493,	10.645549309177623},
{24.93260530451264,	0.872088437688566},
{31.502812648567964,	12.88800634338065},
{26.216415133602673,	6.957197870150198},
{25.052705322135374,	1.3538940658680172},
{30.39753591494577,	13.508406067389213},
{25.203229051204424,	4.8047919173328175},
{30.11225720076677,	3.605159108746202},
{24.00008058684797,	17.606735528910352},
{18.450783614389287,	12.247553869988684},
{28.754735125267388,	6.020658509200654},
{26.502963354924653,	10.342954871015804},
{18.591381516334902,	9.136926843518452},
{22.15638179711925,	4.983907958766078},
{28.595811347441796,	3.3276372819008238},
{13.5274273270527,	14.280786686640736},
{27.31885429083013,	12.366688544470838},
{15.608371697252808,	2.1887561889368197},
{27.824311332715787,	1.3791377219380792},
{29.314535512963484,	11.270086357860825},
{25.645271152332644,	11.179646530341223},
{22.9412971548019,	2.3630001163369005},
{19.249315352049,	7.741073753231785},
{22.18983495756369,	11.27610297120064},
{17.8240531500417,	8.44077376152381},
{15.530096056071068,	17.927697989762223},
{18.671702932081413,	11.586213593069255},
{27.272113696518417,	16.601560536976343},
{16.796441208981307,	15.575581280260854},
{25.043892704033595,	8.601094029094526},
{19.494407349956504,	13.345149894755641},
{12.84494720058674,	9.591707716280704},
{16.602940762775674,	4.896301177475866},
{18.453611716831485,	12.216942412775522},
{20.613079884734184,	10.003552166005225},
{22.980817851180888,	7.6980954002659825},
{12.187674148187769,	9.73023827250339},
{24.285837760378875,	14.450521890505684},
{19.758362063329702,	16.663971469811067},
{27.661457874297376,	10.863915358355811},
{28.667957782963263,	7.68982526214311},
{25.90653306848469,	20.03091465467213},
{16.632485794353975,	19.107913197972398},
{28.562092657073613,	10.768222798482842},
{17.295148250967966,	11.612929281265464},
{13.982129278375616,	16.79781667846308},
{29.20170955870669,	7.967873176083614},
{28.789221448652746,	4.628502117879318},
{31.942938358300054,	5.86258476861563},
{28.755102178580096,	8.180248027798683},
{33.181311563266746,	18.414201123007636},
{25.45757125904658,	9.771302488738634},
{22.1198248718587,	8.078945643600738},
{30.13315028747061,	15.249006150188634},
{19.842338263010678,	17.900798726685085},
{23.915545993207303,	16.606490837976644},
{30.225632263740003,	16.56886816014646},
{26.23394511630247,	13.558725814575991},
{18.28154836646351,	11.884447532370695},
{29.0534855123361,	12.961796925545858},
{27.74848151904569,	16.656069800424653},
{25.214270242134475,	21.971851353607},
{30.173065753356717,	18.07884280211475},
{27.99833543650792,	9.785565498994103},
{32.01840699909076,	16.0266592883007},
{22.95941488188665,	23.880418227280067},
{25.18347953154967,	13.14524150400763},
{17.269399283097883,	22.39193767381909},
{13.413009996795113,	14.93211800582062},
{16.616280659775505,	9.723071916639942},
{22.44583769630098,	21.78116017919582},
{26.56409375426123,	22.585677100061375},
{16.343408528991347,	13.763031064028702},
{20.131636186155934,	12.293763235925145},
{23.83396738438067,	14.128935612055002},
{18.372203773623994,	20.832497930829405},
{13.480419888992294,	17.154939266186403},
{23.09414910871255,	21.249105413605548},
{12.328251166319106,	14.934146095468067},
{21.791166736387922,	12.042618106494373},
{18.282663022733527,	13.971953586795232},
{13.75495792874882,	20.684001363857483},
{11.607386011374158,	21.017548927850157},
{17.998825916500426,	21.49012121405025},
{16.530315832324497,	20.02116370908276},
{16.00382846889179,	17.430126070548297},
{11.911377881026171,	20.787342034338153},
{12.213073276847428,	17.845620543103838},
{14.32630669820181,	12.411601908634307},
{19.8865931927391,	14.221073149875416},
{12.807865770360385,	19.62700258640521},
{16.542963530681526,	17.897385891553498},
{19.583942642294538,	19.51310980236225},
{21.386894949692454,	8.512820425296065},
{14.322944765109861,	14.307080559198184},
{16.05329606861519,	16.028852495626918},
{5.453453883473994,	20.446847875521314},
{9.723701192438103,	21.677292565738504},
{7.1013450532261455,	15.573432783594262},
{18.788587110076936,	18.680920737555503},
{10.409302655644531,	19.39287697268057},
{8.610041656722192,	11.824824377049113},
{3.9066493318308737,	15.77299020792182},
{16.775501856912022,	11.244381548119021},
{10.067874392787195,	21.726461705492245},
{12.94041590269297,	10.242478770403432},
{4.619908838734622,	15.587934145151918},
{9.672205067097414,	16.626516476237768},
{7.222812550277032,	12.982834509205151},
{11.965573022361939,	18.62039057660461},
{8.356259324103874,	8.200844492486851},
{13.65638939741065,	9.13167655540699},
{2.4661493445831155,	8.553381960458326},
{9.343125396043437,	21.103908127640675},
{16.81379261434047,	20.88525209516829},
{10.617255728161199,	12.512991196461103},
{1.1788953176970036,	16.937337139357417},
{1.8406915328215625,	11.685217583292655},
{11.017302822321772,	12.39667735128736},
{14.924428926607687,	19.753123572770257},
{7.264693299139289,	13.786232878238536},
{19.894531029687634,	17.801091725982122},
{20.086658205015734,	11.109100817933234},
{9.817792664546712,	18.61979828991123},
{7.893500842205041,	10.42349003429179},
{8.975340581166725,	15.256965493804998},
{18.456697928362185,	7.6100553038392125},
{7.175620028883353,	8.017130883451841},
{15.995471557321663,	19.04358311526762},
{7.722088093815588,	8.186892750640137},
{19.20471476761536,	18.620036958086143},
{20.676030566492138,	6.338354458705226},
{19.259488726014162,	18.558923142347155},
{16.722469171304283,	20.02389565831247},
{16.857600528960063,	11.52355798209693},
{22.85325371810118,	15.734759976868332},
{17.749313335697497,	16.35379124699716},
{22.25517931276524,	7.573863089885579},
{24.942686573842053,	3.6330741906911914},
{17.829400682463785,	15.465668447559604},
{19.660859045502036,	14.104928889759396},
{16.745787365769687,	14.278463901673339},
{9.920471567786295,	13.01097176906808},
{9.21103066676158,	14.269384317242345},
{23.958695122211402,	16.50589637405149},
{8.560938331819143,	2.01604590311117},
{9.178496158300822,	13.156300170238646},
{16.073119051203424,	13.790298034322857},
{6.9686874765502775,	7.914526251653365},
{13.860302982142343,	11.853010378736975},
{9.207725740347106,	10.901957440397863},
{16.773592254412787,	9.25845974321141},
{20.327038946996097,	8.636964985573638},
{9.566615962134511,	17.067767018658905},
{12.480236021819316,	3.085665266123147},
{9.761042261698124,	10.334183589677997},
{7.850322959752617,	16.83000187902956},
{11.851769834244198,	6.977340164789021},
{4.895871472812965,	5.374988537925846},
{8.453470593354295,	4.617396725603188},
{3.9377180531985356,	15.964353792716258},
{14.795286332968892,	15.029325301794012},
{15.947401202441801,	3.6921107176256296},
{15.415662480176495,	9.777942255101841},
{8.739638929372271,	6.8435158121973565},
{5.103935372004152,	3.296714465587254},
{-0.7705499159826967,	5.231575661065545},
{13.90087686336792,	9.176907637619655},
{9.83208513065977,	2.366400762188727},
{5.580703594090384,	10.047738887467741},
{6.623203659008251,	2.7710449792644685},
{4.2465771572286375,	4.702515138671879},
{11.388278650589925,	13.30888618031626},
{-1.6360054068072927,	6.362696224356753},
{10.165874274694211,	10.92180495582449},
{2.2878764290968387,	5.544282129710465},
{5.332931389192778,	18.73980452451893},
{0.5229931314318286,	12.402254533041983},
{4.943061885670943,	14.41540976027646},
{0.8873641319875354,	9.362362885390073},
{4.346594341303893,	5.921104305062837},
{0.07764292731499012,	13.642538105648978},
{3.7131155423622246,	11.239329171683426},
{1.5037329287848635,	7.447918531851698},
{3.4813785332095826,	12.50321297286303},
{4.6615192690487515,	14.768051097360757},
{0.7977509236364231,	15.640758021963968},
{8.895134705485328,	13.984742043733823},
{8.037661007611938,	16.14921026609862},
{-5.898704052689691,	3.004715142306809},
{4.101119256552112,	17.114155570640566},
{7.075843992441547,	17.996506074266062},
{-5.892905151955167,	10.284471582719965},
{1.7104235190399262,	5.907702755085646},
{0.23302703051640172,	13.15676348277045},
{-0.8196429969722434,	12.364144561808493},
{7.9678476943814065,	10.796335167283997},
{3.700694637255568,	9.772094327582861},
{-7.957706730376104,	18.430215894003506},
{0.33838911417733186,	10.136873983478258},
{4.1064755847765095,	9.839736896688123},
{9.63581569585976,	15.118302475544594},
{7.011536915784445,	15.755475165333193},
{5.854993643321224,	11.832313945238674},
{4.691098985706889,	8.861594594006178},
{7.15995539436058,	8.937019467038283},
{9.950526094483585,	10.204289668622186},
{8.833144410051451,	13.739039515094888},
{2.4627747013763646,	14.268245420678678},
{7.530097290024999,	18.83499600240402},
{-1.6311808065193532,	18.759956806850628},
{1.2639747759832165,	15.82320595492777},
{15.102765387998437,	14.448398385408627},
{7.642793600689725,	6.460283469564812},
{0.5829472161003828,	9.264121055629381},
{5.542740169852856,	15.163866136004762},
{13.0070019853025,	13.92229903061179},
{1.5160793418322562,	15.03146557800571},
{9.594670254163256,	14.546930310598968},
{11.922946647937717,	21.698802199139244},
{10.160616922801283,	14.77069868188943},
{7.126806103877309,	20.664793975328166},
{0.8354803005639528,	22.295783191776692},
{14.860729881095601,	23.08894467941949},
{3.4957950708027212,	12.199822092066285},
{0.4249907870373839,	12.40900027559295},
{13.400504333750325,	17.71106117080214},
{8.70919696380513,	24.100896928811572},
{6.166924813362913,	10.47450807711935},
{7.094615741264844,	12.21665462704617},
{5.553969832962533,	12.720266300728548},
{7.644962838681126,	12.042323110847724},
{10.314428723945612,	21.413570112989756},
{-0.31350030053597777,	16.98204693248222},
{-2.4331620919298995,	9.46230843985544},
{5.478568276448211,	15.742322022995113},
{-1.5632170164182142,	12.588351675146997},
{5.34076875453254,	8.793323059450172},
{-5.207512107793484,	9.765488558736152},
{-6.474763715769528,	20.774587161921694},
{7.068620315344189,	17.679952450811008},
{-1.3629949955337715,	10.917898566853967},
{6.8139757273230614,	17.617135901868654},
{4.762924531564632,	12.240738743642883},
{2.7692484814518714,	10.479105066596523},
{-3.7077494600713212,	10.888933804122892},
{5.302326952278374,	18.443595535953513},
{3.0750414722086745,	20.229790219783084},
{9.578819528168063,	15.63231385278824},
{-0.062027160316931784,	24.336357659151147},
{-5.585826239840083,	22.813080538359856},
{-6.412669961461102,	14.693738820421807},
{-6.856668229304843,	21.02332386755153},
{-3.8267271072816182,	22.485645055670865},
{-1.0856807452813246,	16.475940494361588},
{-0.7551060464487449,	27.451848452357567},
{10.862278658727233,	16.79110726328161},
{6.195624527600923,	17.762820215447974},
{9.667228997428458,	26.34913729895967},
{3.3244065393357065,	25.406031616211326},
{-0.5163679887463797,	11.747694310441855},
{6.377570632530057,	13.887966722986636},
{9.739681583337424,	13.287923151021468},
{12.91743850878051,	25.97068624732182},
{11.691101052528314,	20.736440721159955},
{13.793211011938556,	21.029736718293087},
{12.61907826559091,	12.31354439603646},
{2.0282657525888332,	25.333656725343815},
{5.995204677532719,	12.51461649175591},
{8.500827333300649,	13.573719108038299},
{0.6653396723907843,	16.899564495673438},
{10.886094626143832,	14.143276306220567},
{11.725922153374501,	21.105954860392245},
{8.64026753422678,	20.802107605075317},
{12.17575393440556,	20.983859245776312},
{7.497413889953302,	19.754392336167314},
{13.130362625026313,	25.480634486008167},
{13.653133297620565,	26.58743248910416},
{3.6565003365170483,	26.08982296919899},
{7.471215053493152,	17.612199744376085},
{10.640841732151284,	24.78107546538729},
{8.302741346382163,	21.35962651060426},
{9.765287023418457,	25.50725260440064},
{2.5126086889453116,	17.056757280793533},
{6.452394982172054,	29.13235658650111},
{10.363977571327315,	27.47507423861164},
{-3.462558173214081,	21.466841836505623},
{8.157025285702787,	24.329825649320814},
{-0.4897986110222394,	23.595980882701483},
{1.6415942194128164,	18.050723030507214},
{0.7244181905668494,	13.550652219776481},
{4.687322383242849,	14.341337986696113},
{3.276190862277895,	25.414670038909875},
{1.6747981203149624,	16.04007025432677},
{-2.9461999259524507,	25.0833232246489},
{4.470621932326196,	29.435652481317618},
{0.058719266626322764,	24.72371320661734},
{6.205149032528805,	20.85961202035046},
{1.85633056876196,	23.726305473936577},
{6.20959980546956,	21.17544471853359},
{-5.060307643883666,	24.79274496428655},
{6.132973541820091,	29.956022862850055},
{-0.4300588689580689,	21.923474732313274},
{9.90574789407871,	31.661868514148907},
{6.913943714668228,	24.19555004748718},
{0.0008241876450032493,	20.767581920125423},
{-4.692973017570663,	21.37744141204454},
{2.868599087479412,	31.10230849211021},
{-1.12087876863953,	33.883283039006045},
{0.6936047955086195,	19.148311652183395},
{0.6049227658357008,	23.172644334043483},
{9.608758961385968,	19.21224225570779},
{6.410888122569899,	28.61909938217915},
{11.906809591737549,	24.15320264124627},
{-3.7123403052928285,	24.264619384966966},
{-1.5386111125007638,	27.83505647910187},
{-1.9365913228388276,	23.355194698769964},
{10.369096729289566,	16.73533104490472},
{5.065448197813984,	24.91079425543427},
{12.133675592157207,	25.697346599761143},
{0.015226201944186002,	24.717044656368166},
{15.221857311077018,	30.2861150652654},
{14.403704032230358,	25.5863676041961},
{4.060175037094114,	29.26331826300422},
{-0.9047775187823781,	18.860991805949535},
{2.0587741731747737,	21.052491607072078},
{5.8255069256359135,	29.30158590986877},
{11.411674611884452,	18.77828753548141},
{17.70094899337716,	26.060867179132455},
{17.03000487038955,	31.64407945873153},
{6.602554926623677,	28.894756826275895},
{15.830724915211155,	24.333300295075894},
{16.14312922349872,	27.04005309915199},
{7.491481805582005,	20.046695624236406},
{2.875087144933241,	25.72597166286488},
{15.835417995283947,	17.859657854830182},
{8.561999687411838,	17.64262289110041},
{17.085081297834343,	29.28832727860423},
{12.628475753188761,	28.783958604523008},
{9.685838911164554,	20.591009972179194},
{9.16127900927194,	32.839034756411976},
{15.579357515267313,	19.715724496419536},
{10.277864557225076,	27.141086563206457},
{17.846600614126995,	22.90328412480976},
{21.163895052294635,	22.610299877839786},
{7.187113135160896,	33.48003440304025},
{15.68962659589311,	29.392659505315066},
{15.51167280796983,	25.093732643527876},
{17.99576180738231,	20.559054387043908},
{9.059683835115218,	25.376766863403017},
{21.984306464249947,	17.376144505536715},
{13.141052655780092,	25.82678443856591},
{9.47693426391499,	24.82573627281287},
{20.74012824045638,	16.48433264875468},
{10.880789380561689,	20.239981520659242},
{10.609683345263488,	22.99386206543005},
{7.497630446045605,	23.300487376118838},
{8.402510876949464,	27.385931999172918},
{23.75271350100237,	26.628986123707946},
{22.276114995095902,	20.385971329814886},
{14.32649259069574,	17.546400460864795},
{12.049156193473307,	22.478257322224266},
{15.961711188165417,	27.896795088845842},
{11.463443027596464,	19.30067823017699},
{19.725385400501974,	26.13424569564225},
{12.586075820566244,	17.31801783451597},
{5.874297014300451,	18.490335640073},
{20.50242832495946,	22.820959149780766},
{6.339288591414448,	16.851091211546837},
{17.60729826015482,	22.72137624446154},
{12.223150845998482,	21.05533693490765},
{5.9575114591439124,	17.29844356237958},
{13.263495620458116,	15.578364668549492},
{5.389549752172778,	23.015013388927358},
{11.502531243972749,	24.88966064630258},
{3.042457419656804,	16.06008458925276},
{16.01084413829187,	18.54681497341824},
{3.694293825495965,	18.582677872272733},
{7.090678653417912,	13.015504787817598},
{9.326515271686166,	18.489920003788008},
{10.343960189793034,	21.31271907427907},
{1.6878530632381654,	22.374792537879816},
{4.2111744548055725,	12.234979481887782},
{14.975074811538327,	13.77546940142308},
{13.197868465845776,	18.71490840390402},
{15.645051350011634,	16.923439625207244},
{1.9815938371963497,	25.98489538622531},
{12.016098637438839,	14.924178945798955},
{12.459139889209457,	17.619478242666887},
{14.961068044247936,	14.522572853033543},
{13.882798905365048,	15.2727994207447},
{11.145388605488371,	25.289747710458183},
{9.36080421547058,	23.338673852527386},
{9.00230144099321,	23.326726157284675},
{16.734224454094186,	15.991267009362451},
{8.569813531428117,	12.604224479546648},
{4.208531440745087,	13.621154998540064},
{10.141559494486904,	23.750444212048038},
{11.762679205054038,	16.753850244685694},
{7.626624092073964,	26.169884533639415},
{15.87728811987755,	20.00694992101417},
{22.231712652888405,	27.566690608037252},
{23.745836756824218,	20.045993843428594},
{19.467843838540357,	26.46127708286326},
{7.265589273030244,	23.742416739138907},
{22.107573032050396,	11.71493353272859},
{23.162689202073086,	17.579532809554976},
{13.329454242559496,	15.387577102316735},
{14.335672904789195,	24.214099348269823},
{14.962652893554576,	12.899733607644917},
{26.450046778959617,	24.66883709559931},
{15.68161825919681,	18.175248817416758},
{25.47411306034592,	19.594959935680045},
{24.87692568804377,	17.216208312162443},
{15.976251354832693,	16.396919564607842},
{25.306636069481257,	24.67921203970914},
{14.48263640648557,	18.099763720430772},
{17.136878036395217,	25.35840653450164},
{19.85233165865744,	24.948845877536925},
{15.766265606857113,	14.53624190570101},
{15.81077686818634,	11.68751247971175},
{16.729183751248193,	15.43389542604064},
{21.617578231773784,	20.894613752765366},
{14.567124426720476,	13.037260529228801},
{20.233606722889306,	11.907186323099078},
{26.16268397153386,	24.05393036374575},
{18.9279418519372,	19.829903004479426},
{31.647438719882885,	17.53436200337367},
{25.4168490768968,	23.76426033966299},
{20.57322522651136,	23.79559181508149},
{26.182673868556854,	12.503143628135636},
{19.678725614041717,	20.885553359362017},
{20.211766001889153,	12.736963380363846},
{26.72145342239194,	12.183322097936248},
{20.891910445208303,	21.60293393115328},
{28.870938633384515,	19.328983791658683},
{30.61321140165404,	24.932649304821304},
{17.203196111276263,	26.40400257126756},
{24.596521249344327,	14.346554906125045},
{27.096853353998636,	17.835820582627747},
{22.4134550082725,	22.51564792062109},
{27.160912356416556,	29.734710914653327},
{31.21628926636295,	30.24399550048872},
{31.379416136344844,	16.414964833207257},
{29.378288804137895,	21.26302458643036},
{14.967422001306502,	30.437803690266698},
{16.388964852920264,	29.45441267974455},
{18.23710202939401,	19.53228858216389},
{17.708247475135195,	18.143306976401554},
{30.384140213843985,	23.99306082129653},
{24.083758270697047,	16.542864381019484},
{19.98627733131191,	19.012664572745276},
{21.479589460194326,	27.63078713606214},
{15.002862122727649,	16.014186503864067},
{13.607281416223014,	17.311990199412413},
{18.320536300056,	20.330533517170686},
{13.595177161682576,	18.263110835055862},
{25.461575602304556,	18.066218496460124},
{13.170113873654252,	22.425017218982436},
{20.470432469755096,	22.940759383230123},
{19.64371842946215,	18.83848979109741},
{15.00978977636256,	22.2079184974585},
{15.779579067381201,	16.576689409485297},
{16.396665175686717,	29.682393924027657},
{17.49205933706862,	31.556341927939044},
{24.365581150147243,	21.34179940064799},
{14.6841139322239,	22.27410210828424},
{13.817670284861581,	31.064608572693952},
{14.782120698429967,	31.319226584996628},
{14.422253799897222,	19.040556632846112},
{12.69721840992428,	28.05481831037187},
{26.93191910227931,	26.285450139746892},
{28.229101578607057,	33.556139151338684},
{25.328377601069306,	24.673447476303526},
{22.099335496206105,	26.072206742787877},
{25.417157458680908,	29.92041446394397},
{24.615297506768325,	21.174491537589887},
{17.80743581251049,	17.89727767921995},
