{2.5311874066837667,	15.85323030434283},
{19.573732461351174,	-8.970967133322013},
{13.289121480455808,	7.921133150258061},
{35.708189026473335,	6.616877499528574},
{29.93138156747727,	0.7936654765988074},
{30.156165804804296,	7.707388410804192},
{21.81162973408766,	9.599371537689109},
{18.531474523008082,	9.13982181419042},
{37.960384779717245,	13.47575988163285},
{12.893643257200225,	-2.545890179010563},
{12.50496968689664,	0.29890908773019476},
{21.755361798137123,	-0.16089924732629513},
{11.452946343296087,	15.325489905314118},
{34.917696909396795,	9.051517370407389},
{33.514294055643255,	26.489483215389406},
{10.561967539392622,	22.831725613610278},
{11.691044575406444,	21.13240194777118},
{17.78478773818949,	23.17477122008424},
{15.668315090605649,	17.12945403828116},
{21.407933572250524,	14.872017954418794},
{24.30175496452264,	16.724283725676734},
{13.900098227280644,	21.67084291788304},
{35.219594933156685,	3.486306402758622},
{25.59057104266085,	9.407620150635228},
{20.318014643218426,	17.29075799261422},
{30.924688816402213,	-0.3855695373562824},
{10.106529841588003,	17.870484012039203},
{11.697838480984373,	-1.5588369907305264},
{32.25701061640904,	17.30601657203438},
{4.778600945615402,	25.835442604378756},
{21.600512188090615,	2.358743448482386},
{18.57534198190484,	17.930531597656486},
{17.80661975349072,	5.329964213853174},
{25.519664599048426,	20.445969978897093},
{22.101851623346803,	25.910968264906792},
{15.991908142341387,	9.367268745133863},
{26.367290854077392,	16.868554651227516},
{6.411114970983434,	8.47479930718385},
{17.49948549841351,	-1.0187155350164687},
{14.33425952628615,	28.713320821413244},
{2.440852578519163,	-1.4080059379305894},
{30.271874607901864,	5.324758847546963},
{24.59080624061982,	26.263291754279216},
{25.511504986212266,	25.135495062637247},
{30.350696439153783,	9.234143230496102},
{26.213123094464983,	25.8319700698671},
{11.096349292801186,	4.419600445249337},
{14.95467107698926,	28.283368080544903},
{32.61816857593115,	0.45012752640475995},
{25.79871691513989,	22.069777044349898},
{7.213984540386065,	6.185827708357621},
{6.147148937137619,	20.422765689950197},
{12.313329167401267,	5.875497798440829},
{32.0006798376687,	15.355441968313237},
{25.229795982772774,	15.150903933506438},
{22.33479363627351,	18.761978702569557},
{16.903555709584126,	18.351790001013672},
{28.868110286589694,	6.352881345393282},
{26.919797927811164,	28.224060399672428},
{8.972024063609066,	11.184248490532866},
{29.13802156841237,	28.63676553375876},
{13.901236714776715,	9.545391363821782},
{38.210855254262825,	30.31602824152328},
{12.52372638762165,	-0.7365375628525257},
{27.716867154538527,	2.949574427746928},
{24.194964647917974,	3.6263116320235724},
{20.4859186364596,	20.212936783056538},
{18.99924204367236,	14.928191239203063},
{40.11521378862821,	5.75094308317523},
{9.481523650531873,	31.30176986023321},
{37.574826901835635,	19.851329598126974},
{8.467330956232942,	29.27970985723933},
{21.28458803574695,	1.0672208439342086},
{32.97159327977094,	18.559801323829753},
{8.880739778207527,	12.30246629243404},
{15.318415474022714,	14.95745739821065},
{25.37220481773498,	14.020292228487666},
{25.891405107638697,	10.340393247014791},
{37.710256852794835,	22.192552136603386},
{22.21846220070658,	7.43183676264735},
{10.25057710659609,	8.40540520492199},
{15.738810310408628,	27.535259362550494},
{17.630348342761096,	22.393343314563463},
{20.76715241894745,	12.997327706583764},
{10.293155704245407,	3.0059057226591257},
{15.609587118667502,	25.30737479741434},
{22.819159155665808,	15.160365075131761},
{25.32906547504861,	24.3576142795526},
{15.302527478195017,	1.0945774760563793},
{5.788955010582594,	5.972414627524426},
{30.58872869677912,	18.324882741097642},
{14.683133623729937,	12.09181552521001},
{24.040098655665272,	17.440895860276076},
{24.686026379962875,	23.249823477649045},
{9.97432325179399,	25.809691048592263},
{25.79415561871801,	26.62585445734969},
{7.8773908311263305,	11.717823973146508},
{2.881931871755352,	30.398308098129014},
{17.659613266277216,	21.690061540872765},
{3.6158098544950548,	16.789926612749934},
{1.424833444465662,	26.94538499305363},
{9.408003124685546,	30.87809661662188},
{20.258607966262776,	20.556531227753666},
{8.247223090666154,	19.61403545680437},
{14.423503795435945,	11.902400326703724},
{5.903792350275417,	19.17685249010558},
{13.637277013938302,	13.749661878678541},
{20.446818604802868,	26.671717465012293},
{20.933226283749327,	23.163576599809762},
{2.674986002299054,	17.020831216701566},
{18.964851483382834,	14.754319350828947},
{23.971382265562493,	16.96262375963923},
{10.208693225024465,	27.84513428827793},
{10.506690661294648,	-0.05471876644674367},
{13.327802535390063,	26.420836834141767},
{12.004385515728849,	11.22967746622227},
{-0.30973144593147595,	22.18016238420069},
{0.309388298797991,	27.53374370135076},
{6.022893188365856,	-1.6487694734190335},
{14.181758025310096,	26.967221960756042},
{1.258645122617942,	9.763909940444773},
{9.308309699490408,	28.48020089983356},
{-6.843161468911742,	-3.9133688287074975},
{1.264642022892172,	20.820330608467877},
{-2.434371676344515,	-2.9255763107022723},
{12.2878960095167,	20.742242770146003},
{18.811977989876933,	18.243024563488518},
{29.11294056588551,	14.64414197565316},
{9.64651189331985,	18.510848240340668},
{-2.5750968770184777,	1.5833820156684553},
{3.442297501835011,	23.388881713376485},
{2.5344313991464915,	6.929091508326341},
{13.54943266582676,	9.831137982835926},
{18.22222702341029,	-1.6551705675400967},
{26.07775565868744,	23.625389484779877},
{31.642179438951096,	10.520306258318762},
{18.640295565960294,	19.29472547593408},
{1.7791293718016448,	21.33649481298884},
{29.857050495713146,	9.292744286512288},
{5.73772134616636,	22.38310531538357},
{16.80801496436144,	1.4535790018375323},
{25.906380759089902,	22.490510469152014},
{27.449578933896575,	-2.9901957009373987},
{29.74054697713453,	12.604125993082565},
{21.68598832148173,	25.467931455343216},
{22.433964117199217,	26.369788851938583},
{12.236661147402138,	14.911577777750786},
{18.749276106607592,	2.157445197383826},
{9.576547976118732,	-4.3791131878318055},
{9.90270596374543,	-6.6496027133074485},
{20.86372252421528,	17.77506916499429},
{11.776007701807824,	0.5478000103119456},
{21.275465598997876,	9.288404562336211},
{27.9590274861249,	-0.7569357088718576},
{21.626199760556812,	-4.722301754462176},
{13.342498441950973,	12.320147944290156},
{7.162277673156343,	17.16274528219392},
{26.373406636724532,	18.072237913203427},
{4.687453524997672,	1.3197021442803347},
{20.23617838069805,	5.178221043838192},
{22.949385506748932,	17.72408999217529},
{21.00907620253454,	25.74126379169989},
{25.92477351165517,	25.427176545956105},
{3.1868408747227086,	13.409279104325492},
{10.823511262053255,	7.156559142365467},
{18.388591538121332,	20.22913920695176},
{18.872892951270153,	4.109910180913719},
{2.1382744872729234,	17.333471897324976},
{14.086972053155055,	19.88807208456602},
{1.4717638631716774,	24.559426515393266},
{8.206096084358983,	1.2553698047468274},
{-8.71812626368256,	12.894842243848522},
{3.5193296989165503,	2.829449936210608},
{20.717109990455015,	10.583139852395096},
{-4.369854108393902,	8.613598427776935},
{1.067767161279928,	-0.3892678220723589},
{-7.353270345365427,	8.162469845751627},
{3.3505341431015125,	14.864971051274448},
{1.4943381876268411,	-0.7682235675508018},
{-9.367886277137213,	25.72137509279536},
{-8.736696167964038,	-3.886425651859703},
{12.203077165205482,	5.818447038761597},
{-10.182481544536557,	9.58820941497381},
{-0.6818604556455305,	20.85527450214022},
{9.906023603621527,	16.521689949755917},
{12.472034190508687,	7.67545873692055},
{17.594085197660732,	20.54748586862721},
{8.970133614824679,	17.86310890122143},
{15.319657055824347,	19.86464843090663},
{-4.2413653345951445,	11.117524242187933},
{-4.256321339537475,	8.702590090835894},
{0.18927846047453656,	9.975908550874312},
{6.1983960096094854,	21.499707873068225},
{-10.472297426891114,	20.317197101045704},
{9.445808752197017,	18.40940616119617},
{12.599905831769021,	2.4856218784552695},
{-2.4410363174259295,	24.885588553582608},
{-11.811580297751565,	1.551587991420046},
{-0.22208586111006667,	4.810718438891502},
{4.818908736664781,	9.121751545004152},
{-11.203241839496652,	12.327588228110582},
{4.600433280507659,	18.77227802194323},
{2.6418764406126236,	21.831351086011637},
{-7.5619194401700405,	0.2303577517747577},
{5.988366059036569,	28.500348718480186},
{-3.377354007878136,	25.527215426667873},
{-9.934321148282333,	11.279761421000558},
{13.386717218106899,	17.59642345062553},
{-3.978546915448856,	1.5102884766509561},
{10.296530932930718,	2.569540687753186},
{-8.091250269953953,	22.865584710949815},
{16.055566311531205,	18.931081806624256},
{-2.9605817735790225,	24.88582940430802},
{4.157197598566466,	21.57645824278256},
{20.86297888334406,	14.517295604738258},
{-1.8315731585618167,	24.22915857402162},
{18.331393626054908,	16.46427342639896},
{-3.0369984423332745,	7.113177315799547},
{8.405506575400956,	3.918842972137103},
{-1.283792648301631,	-1.1480446259693728},
{18.158042644674754,	1.5776193341648508},
{7.775381074621354,	19.95662975173031},
{0.4395511159764247,	12.10759150959284},
{0.48946292785928947,	23.71824928567462},
{18.726857551565416,	11.16807276656775},
{6.153752701383066,	15.640161644371808},
{5.146731046424009,	7.706647421271651},
{4.271470387406158,	12.92468045183739},
{9.070369195953361,	29.7548736668401},
{18.21962029607897,	15.639157417371045},
{1.1126016356516821,	28.336110704792837},
{2.3328914783555277,	5.065074430764291},
{-4.788640990642932,	14.640182945301188},
{17.057238428097236,	1.2994260522008148},
{0.2098067522436473,	14.126082864762562},
{-0.5972002263756089,	13.807467486967727},
{2.985970731530383,	23.336270803271038},
{14.409735214459467,	6.503632005751793},
{-2.3812759492743893,	26.156007639243523},
{-10.177497326235166,	17.34240970234987},
{-2.465340712534431,	14.683949056156248},
{4.977148767478592,	24.73962686260515},
{6.273472166398317,	13.339509885102974},
{8.07114313619439,	3.6605578249822734},
{-2.5940743940221758,	5.954108598513482},
{-9.782828990090596,	2.9444650653553097},
{2.1751451190728517,	6.8586434651594494},
{14.56184871607341,	2.478333680340903},
{16.322227539793754,	25.41695194281752},
{-11.920467662246363,	3.43640171299597},
{-10.724743134940475,	14.652352071612441},
{-13.891165502273019,	13.656662534940132},
{6.043294267925933,	29.00892439426263},
{-1.6591553820598328,	10.94269754647527},
{10.644458293233328,	25.80213788477542},
{13.946060864551917,	9.79214699754294},
{4.39766061480541,	27.16817177759547},
{-7.754726668731752,	14.760949445949464},
{16.87357663926735,	15.01828233932433},
{3.6770975838605118,	28.684260568997033},
{6.881982751769943,	31.404539713564613},
{19.37494008222396,	10.368047932278746},
{15.832274118142074,	34.47941788892179},
{13.403495519858897,	6.090791436183121},
{3.2310668720192197,	4.93065287643854},
{8.137915057676288,	15.680783209067293},
{-8.201425226213797,	2.0215495632255696},
{-5.054509433893362,	25.017663099025356},
{14.453662695329232,	4.017972174837439},
{5.475835014320062,	33.87707856773888},
{21.709447326157658,	32.84721721572126},
{-5.618717075700982,	21.274065325615947},
{11.652055397815811,	16.800622317473373},
{7.241411683188275,	30.598415608228695},
{0.36375771931525946,	26.51069160865434},
{8.118464882437678,	9.394588573607091},
{19.824371385636596,	4.538635330796396},
{7.79917477503194,	19.88537306585301},
{1.5200264391718434,	36.07436556809585},
{22.546646658023707,	12.414280245712845},
{-9.064710077409714,	25.96373997488813},
{-2.7936020278985225,	26.492812177868217},
{20.167488905754055,	15.529952384379811},
{5.3181460230784445,	32.93762230494303},
{-1.2281296499360579,	8.705239142701302},
{4.285829494674385,	15.515719554873371},
{-6.052280814423533,	36.4043599646646},
{1.3802802449865545,	19.523890269174235},
{6.448190567809853,	12.63390885935019},
{17.204235225822433,	19.028060193317156},
{13.4017436339416,	18.446979566322593},
{-1.2975349911344516,	32.371410254307584},
{0.8496814645332336,	27.267128293566063},
{-9.743796814651244,	20.299500188897298},
{11.777598571707845,	32.061460322172394},
{3.3031990305111414,	11.041476151690176},
{8.108046595225904,	27.53003566073855},
{15.797841438063141,	11.626337385181241},
{1.9105910020081147,	32.60115073367611},
{-4.232686139116737,	18.10417016115058},
{9.70123660365849,	30.393002835217917},
{1.6711993020139637,	17.11075764854218},
{12.90851292892297,	12.132708731974695},
{-12.339121877595232,	19.473232787619146},
{15.670355276642805,	16.498844587701},
{1.2671550824068767,	21.12975369118236},
{8.932344486796516,	28.490775035599295},
{5.936898170611698,	29.377227711239303},
{5.048397485607577,	22.396442006655192},
{4.6234071242210035,	25.51591786780704},
{8.542015713325611,	20.7812569674069},
{-5.61211624361151,	22.60845428603148},
{4.348738190220718,	12.895073410017698},
{-11.420970883980456,	21.98659716647042},
{15.486989697858746,	41.00779475889618},
{2.8751438077440667,	11.205142538829676},
{19.84780102650533,	13.267622909759641},
{-0.8424331811751955,	15.716675747079641},
{-11.946814635615322,	37.04602643584437},
{-11.005857178432656,	19.343476444141544},
{15.322915197075186,	17.843506716593016},
{-2.4557659025831526,	15.040644235400602},
{-8.505609325000034,	38.75888787537893},
{20.301420557487116,	22.15488484692957},
{17.049960309522024,	23.857534929077396},
{-6.702629394983557,	37.70168797787499},
{-6.255239302042387,	40.355637435729214},
{5.6291317004711345,	9.883596608081906},
{12.489707372898433,	38.5025954137881},
{-1.8065998101135818,	37.8607694559549},
{7.626764373470589,	19.751325506861768},
{15.769316198716549,	10.778633097305246},
{16.588612058522376,	13.910811883653036},
{21.966714922319284,	38.40284420279608},
{22.92720495597636,	13.74476852097132},
{19.680099516999285,	32.27751325364267},
{24.04194501592628,	33.179528916892494},
{0.28692228593602565,	28.10171176010553},
{4.203634755555225,	10.178818457185539},
{25.508984909491954,	18.737812841626642},
{20.966536219368564,	14.315068446288343},
{1.2081903274433223,	12.852709621885836},
{2.2841482259024737,	12.484196738960303},
{18.404241355328985,	8.094210137898099},
{2.3149568617229974,	13.177647738735395},
{0.38294914059817486,	10.568950561766044},
{5.241924670714241,	25.927604714265907},
{11.225582086147128,	29.130170945964334},
{-2.9165778746325763,	18.653119562816663},
{16.881122244816385,	29.05629134899601},
{24.16471435648684,	39.67142778863849},
{20.572619375994552,	19.422499219900335},
{9.171142356100056,	11.467820652747339},
{2.1065518239519463,	28.119128306702923},
{23.16180053787072,	40.26746784560632},
{3.7644022193868167,	36.11269826924459},
{12.798559008133005,	32.731655419548886},
{2.332268808169239,	25.631819684432177},
{23.884385803869407,	24.23995955884633},
{7.760024152133607,	32.724182453268355},
{8.653880572725935,	33.70752761888642},
{24.90977428199703,	7.462802192098973},
{11.436873160984543,	21.722011043410106},
{7.300979729703652,	21.912865143947464},
{15.00551294608755,	37.250869061838245},
{13.243962511394397,	23.472306349650765},
{22.330616249590722,	6.027188037914275},
{-0.8638798312993679,	17.385970104908104},
{18.076950456558507,	11.1039313787002},
{-1.4196883754116563,	34.310823370150686},
{-2.270442336241672,	36.57913762323307},
{25.15301443750226,	28.150627728501757},
{28.47769456852449,	17.08432332703485},
{17.64790374486488,	12.114171469782438},
{21.335772430395394,	33.66028589162328},
{10.616655007480801,	11.006005614532928},
{26.075752233341788,	21.218325649086193},
{2.7170561081912012,	12.886829814862349},
{20.105962359434475,	9.906386095880677},
{21.156725115515595,	15.342667813930571},
{8.317647692274086,	23.34811230466543},
{22.09847640877973,	22.62725124532428},
{-4.093414472063035,	30.448080379368058},
{5.6751928446507165,	28.95389395995158},
{-1.0872237766114523,	32.02750537727841},
{3.8927860163219954,	8.185895624982397},
{16.543606674010498,	32.55121970925428},
{4.862692528805521,	10.798076372517073},
{22.224735768244535,	34.3054918135221},
{2.1473433408949134,	7.469493461792727},
{24.275879048540542,	14.488016083541044},
{-3.537003645074858,	26.790105387193393},
{18.496342981942927,	29.503298284285005},
{17.835360559341144,	10.272887089321717},
{14.450594231277826,	12.466551595881597},
{23.950168255305517,	30.058242701467215},
{18.309527597561505,	5.489513802939619},
{13.792902144715455,	25.404681288679168},
{20.97495049030518,	27.065169490588318},
{18.429241707473615,	4.582308916265319},
{23.290289303112893,	24.63042989604755},
{17.107741370779415,	25.1178309424543},
{22.949122666745488,	8.823841417213238},
{29.222924734693,	28.227844112403275},
{12.034192439700906,	31.273155708466263},
{8.30235721498089,	10.482852127868483},
{5.0261896741136525,	14.777534101612535},
{6.266895259056792,	28.173774708909228},
{3.6251886828009816,	10.66616844180442},
{20.233383362405643,	13.683233835541195},
{12.276854531249224,	32.74482579066584},
{12.174473836276679,	32.65827341616948},
{21.58613687811602,	25.965072753573466},
{26.332480531989482,	29.811179031246716},
{9.853921024155056,	24.487911690819335},
{26.931894526048666,	16.679617044120175},
{8.685192465744766,	23.06822729527323},
{16.164133243989294,	26.327709692530007},
{7.490540094998458,	19.734249828517026},
{21.801365388825214,	18.40824857190584},
{20.678739144154424,	4.240943458196853},
{31.110790538985604,	8.528564236944906},
{15.960717056261633,	28.274855397481236},
{8.737375730206196,	31.495526835670923},
{10.360833091715907,	9.9499976626654},
{38.44022448860369,	5.055427646248159},
{19.77867746287959,	8.603010523909994},
{7.474879897527604,	7.492434208530877},
{16.40768140270224,	18.608168265761318},
{37.46731327975429,	33.55489448613335},
{28.597280309073756,	18.0662117228953},
{35.21142813861162,	17.004939786859072},
{14.479098294110333,	29.055854877265446},
{38.44069789823641,	21.645540466575028},
{33.89997954985729,	25.054973566928922},
{27.271413653923265,	24.625841622708457},
{29.114476327923438,	34.092496897616584},
{19.599473839279927,	31.03619758797456},
{30.427929378271752,	16.785431717403565},
{13.263295062256862,	9.790303255337218},
{13.843819306159478,	14.228111544565905},
{36.85894587429175,	12.892185979769678},
{14.447242659844363,	36.69145960483756},
{10.336362240422503,	32.55241365554703},
{39.948414303132864,	26.77149386365164},
{28.622494660087085,	34.87738126598266},
{27.130046861232312,	26.55212522134527},
{13.68925981260195,	7.245390509979366},
{25.830120673161726,	29.026844828127384},
{28.93118243480907,	23.796977892544792},
{8.545491095654949,	21.61423712554439},
{22.04381059102693,	9.08764100474513},
{34.72566645715676,	16.879656362464708},
{36.41021472635771,	22.910436689702692},
{9.331220245513475,	23.311335110251857},
{16.268847784906733,	17.648076628345233},
{31.63860195322903,	12.291819532103663},
{34.45680221911776,	9.387412572910211},
{15.224196001116773,	21.1783800932314},
{22.56630203666385,	29.18160937877487},
{6.333710218498556,	12.319227392751529},
{28.967879564077545,	23.01651621414772},
{7.696779914280832,	16.446353479988037},
{29.00007953060318,	25.047975416150056},
{29.071607179050208,	31.426955995370005},
{32.35756227567296,	13.374958574253782},
{19.60782893072457,	8.593575743197508},
{4.329446580520688,	31.953491614622177},
{25.443119346295447,	29.82565387387451},
{20.216140296339365,	9.279111798268467},
{31.74712416362113,	40.94297457523123},
{21.726965472650452,	12.67494554382787},
{27.616130468284506,	28.579035541196177},
{5.33729566162291,	37.651964345322924},
{30.329316164950846,	33.39772709704073},
{20.870955993480155,	32.10668234845984},
{24.368716615355016,	24.852569349534416},
{37.71089341195844,	10.400867882687336},
{38.94410469278326,	16.695262987844618},
