{3.124228367957156,	2.3039751346470787},
{22.327416081611013,	15.544876695722875},
{22.877875144751716,	13.698276844427216},
{19.99307222008547,	10.838483281458295},
{16.28768571414239,	16.57389406891705},
{20.043779701827788,	11.404834915206134},
{22.705712074966833,	16.275222621379015},
{19.15673980230833,	15.142462031176818},
{21.186679073940308,	14.185078402705207},
{15.41058533164427,	11.265529664749037},
{21.236479141881638,	18.44007316738177},
{20.890602198003386,	13.0913153314579},
{14.26786028749794,	14.559986880987974},
{17.639794273581646,	15.32074402946218},
{17.62089330574321,	15.380376004913341},
{17.873293587383564,	16.957952943141525},
{18.813559990375012,	17.585871826422867},
{16.718351451892122,	18.462415354300706},
{20.108941990070278,	16.975737345949927},
{15.715904488685933,	17.243659534628726},
{18.74442595203768,	13.993795092192666},
{12.438552699554442,	13.463432069771502},
{18.703454369444195,	14.143947186666068},
{12.281290372332032,	15.425698568186009},
{13.444937396246488,	12.395239635678394},
{13.776313571192,	12.81287175038325},
{17.215202349701052,	11.426123341697918},
{16.557054401567125,	12.866762781127777},
{13.251754674292325,	12.166693018674323},
{18.81189108804673,	19.90620216227485},
{16.493797657630925,	16.08926635541649},
{10.31158089366214,	18.169489478243122},
{12.489519199057813,	17.273801203577296},
{17.68694325290643,	14.952040731688644},
{12.044463932157072,	15.86481238526226},
{13.380513017708328,	17.580694327330654},
{18.009754203354284,	15.196655548684186},
{13.77982052647293,	18.03940719725422},
{15.082873108441067,	18.618124400931716},
{15.014462278203585,	18.55486589613226},
{19.543807301306597,	23.006573925891825},
{17.258456341920727,	21.819490791698996},
{17.874064791155654,	17.275895944463226},
{14.141473286538513,	21.050931283616897},
{14.368470260013135,	15.332345229233518},
{16.762820322827,	16.457238633502527},
{14.186218471551806,	16.259138299328235},
{19.074187429835455,	18.65827824200108},
{16.307282594987267,	18.060611833676457},
{22.198511802181283,	14.612523093167875},
{16.468026538781068,	20.226462441493062},
{19.536709399019195,	15.630746146560323},
{19.993374316371114,	20.841317126424862},
{22.09000064315356,	19.261869463031836},
{17.508950225267444,	16.02625632050013},
{19.38214111343772,	18.89752388715926},
{18.283236997268396,	19.171618052271004},
{20.154165741604544,	21.06802203862144},
{19.699995541271715,	16.640276374943483},
{22.68561138548292,	18.38014839140064},
{18.05399935967044,	15.603089502634703},
{18.908375019515702,	20.528906937839267},
{20.336964326283663,	20.73325055396886},
{25.428567445290078,	14.141700424556635},
{20.452719534668248,	19.97207061959773},
{21.026265246252798,	16.517780354986684},
{21.842899510164727,	16.85354418017492},
{20.217930841382802,	19.576066531792968},
{23.479581033828012,	18.149593388342605},
{15.125514989355537,	18.15518797412515},
{19.55812001709109,	16.60942894478881},
{22.28576183402693,	11.81457030518818},
{21.290838885344225,	19.111008980733963},
{19.174206312377535,	18.831625858303994},
{17.571364509410063,	13.525902027572666},
{18.964105752414127,	12.47844685465478},
{18.60238210247275,	10.658693658206428},
{22.06531256306579,	17.16999755829746},
{21.122816478299786,	15.102930797350794},
{18.8684212911286,	12.337956440698434},
{22.62879410771159,	10.957026295618915},
{26.704074312868027,	14.059637082148079},
{23.50860861255683,	15.69183328673281},
{22.456383976684812,	14.122747322128623},
{25.98991748164936,	15.445853439950522},
{27.301503788544963,	10.018026154396068},
{27.407515017338046,	17.435292583008362},
{23.953220009774725,	11.150269211959287},
{23.359366606155234,	12.97623987100216},
{27.688458435697342,	19.27674441423014},
{21.063876188291058,	11.352757839900857},
{22.37227463119035,	16.41041273332092},
{23.63733304253992,	17.47039376596056},
{28.601777618605727,	15.032798017628597},
{28.679684582859608,	13.544581726524587},
{27.05880562090092,	12.307900982501492},
{26.547921051258513,	11.390012844314754},
{22.85602313263041,	12.480992593344656},
{21.089830439934865,	14.682695929918145},
{21.537102869720268,	10.378990414855462},
{24.487351724068873,	11.902398113223915},
{26.12430347236627,	10.339480439733123},
{19.530602122243955,	8.4220622275912},
{24.23268297327438,	7.076202232352192},
{27.80613202111239,	6.160184540708726},
{22.734685995579955,	8.703032973592773},
{22.817369317557173,	12.759564874480743},
{24.083346393679232,	8.999018313187506},
{23.194170242054295,	11.379512958020694},
{21.035733786087064,	11.158181007960028},
{26.84447423630952,	11.629308559998629},
{22.278055422725465,	9.4478864521759},
{23.345575504318973,	11.199858328297028},
{20.01885151011193,	8.881107413171055},
{24.431238037075104,	15.443447534612087},
{21.703377941754294,	14.714728858460841},
{17.875735827516966,	12.00281348215599},
{20.481497553392497,	8.223468686204729},
{17.713660601516395,	9.501235597090037},
{23.851195967037075,	14.691614709488318},
{23.91799272651229,	10.81331204508394},
{22.14617740862249,	8.564536902052748},
{24.77577837193375,	14.445584070159795},
{19.16399590305884,	12.948019017781547},
{23.062044607853153,	13.00868789735542},
{22.616164735410113,	12.107528369858935},
{23.702141242310972,	11.772123238048454},
{22.38450250896204,	7.544978271124247},
{23.684592831403748,	9.153056999051406},
{18.439772360268503,	10.86325401539725},
{17.078424004429596,	8.910366956534883},
{16.101224476571282,	7.384803468677415},
{18.53968189984534,	5.473414584956564},
{20.83891428438531,	10.623579142119821},
{18.046011717569236,	4.761303954096931},
{23.297279538891427,	7.887283295757689},
{19.87070355141961,	7.363451841138397},
{21.00493727344502,	11.492586275087897},
{22.99962180783045,	7.943555893967601},
{25.935311375623574,	9.462809839657035},
{20.003047284895583,	7.655253427904926},
{22.453352182690853,	9.372065691858545},
{17.365438550469822,	5.816275041076891},
{19.260876145918065,	2.1131646671356696},
{18.500373844017552,	4.301465990513828},
{20.502543655428042,	2.0826464759796304},
{23.28275638068436,	2.032511700278273},
{21.54168255517305,	8.31129794244786},
{23.593570478745434,	3.437377263463616},
{28.707420758532315,	5.301055363809516},
{21.16845647645709,	3.8285002505086423},
{20.563885917508493,	3.8275867162733164},
{27.889887541351776,	5.0714140785598465},
{24.760671976145545,	9.760161325118943},
{24.144528778365213,	5.026344349453136},
{22.580569242348957,	5.539024591191519},
{27.65413044941377,	3.6840550104478007},
{28.450876493234304,	8.369200290931687},
{24.861115927962885,	7.948561824664309},
{23.850326599328728,	2.864270662585348},
{24.644797001545893,	1.02831752807446},
{27.566361265388483,	4.145800310988123},
{21.50801063644405,	8.378263921934293},
{20.123879643087704,	3.360758795239291},
{23.28025336788507,	0.17740127221198065},
{19.707891067967218,	7.523648294150443},
{21.62908630915815,	4.909300431631478},
{27.411450955718948,	3.372516189880475},
{21.23730750855147,	3.825889365054911},
{23.964031022848786,	1.872674217543831},
{25.43962422967313,	6.748592542798191},
{25.055889359619997,	3.1013492225279347},
{24.18125625796864,	0.4439256000660796},
{23.999124549357692,	1.138680263077748},
{20.045563414630273,	4.994261119639648},
{25.53267843485899,	6.63089382217154},
{23.458030990373988,	7.86068225315078},
{24.288729884606653,	6.437678290547837},
{24.252579424771106,	8.72981694047414},
{21.440026950312223,	4.592555818482775},
{20.85422079825362,	3.492486302649101},
{20.803596755342458,	4.486159065511466},
{15.594505647606134,	0.2499628194472976},
{17.542496812632795,	2.5723109288915555},
{19.68536068664533,	-0.9814232753524896},
{20.559372927238563,	5.0533772708652505},
{20.64791511651231,	1.4395376415700527},
{18.97101204755685,	-0.6592392372488174},
{21.162066601384215,	1.6421652497927193},
{20.35630188991742,	2.9842987038627324},
{19.9936586606769,	1.0191519758097218},
{15.486845782651468,	1.3475672328091886},
{14.88416014514163,	4.1291752434197395},
{20.729449767389994,	5.377775571428597},
{20.82088800940563,	8.755478378475008},
{16.88781123445534,	4.03530110944256},
{16.263513538349127,	7.534198042929974},
{18.955874904968653,	2.625142924009416},
{21.4390423387965,	7.6848781455595025},
{18.506832638512,	9.732741958213028},
{16.20496853158204,	2.652243703015798},
{17.32203937772915,	9.304060076084607},
{17.910220695925418,	7.510109577490464},
{21.276113922663324,	6.501611584903177},
{17.285236345519124,	11.349323359778655},
{15.748435089699456,	8.512597166376239},
{17.672719515411828,	9.42224910100131},
{18.496798722475653,	9.203611393430016},
{20.200978413946267,	9.85879205612596},
{15.564674162633983,	7.303599480149055},
{19.750105987114893,	11.17830793855504},
{12.086841247675657,	10.424026401950277},
{19.99152242408625,	9.087375435886624},
{17.35497175837966,	11.816536749286925},
{14.39271933033109,	6.952107961590723},
{17.337469092952098,	7.931258573908862},
{19.08930409694824,	10.61293549590101},
{19.67716218709357,	7.942232694441568},
{14.637859407455753,	7.718066173077391},
{21.892877972427566,	4.617340162376913},
{19.440077904465458,	6.8896657986603405},
{14.232295003570725,	5.29656439442467},
